PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31395850","Aplastic Anemia Preconditioned with Fludarabine, Cyclophosphamide, and Anti-Thymocyte Globulin","Yang D, Yang J, Hu X, Chen J, Gao L, Cheng H, Tang G, Luo Y, Zhang W, Wang J.","Ann Transplant. 2019 Aug 9;24:461-471. doi: 10.12659/AOT.915696.","Yang D","Ann Transplant","2019","2019/08/10","PMC6705177","","10.12659/AOT.915696"
"40085961","Impact of haplo-donor age on transplant outcomes: a comparative analysis of haploidentical vs cord blood transplantation","Nagayama T, Fujiwara SI, Nishiwaki S, Wada F, Uchida N, Tanaka M, Sakata-Yanagimoto M, Onizuka M, Ishiwata K, Hasegawa Y, Ota S, Doki N, Nakamae H, Nishida T, Kawakita T, Sawa M, Tokunaga M, Ishimaru F, Fukuda T, Kanda Y, Atsuta Y, Nakasone H.","Blood Adv. 2025 Jul 8;9(13):3226-3237. doi: 10.1182/bloodadvances.2024014938.","Nagayama T","Blood Adv","2025","2025/03/14","PMC12246605","","10.1182/bloodadvances.2024014938"
"35191140","Febrile neutropenia management and outcomes in hematopoietic cell transplantation for chronic granulomatous disease","Parta M, Cuellar-Rodriguez J, Gea-Banacloche J, Qin J, Kelly C, Zerbe CS, Holland SM, Malech HL, Kang EM.","Transpl Infect Dis. 2022 Apr;24(2):e13815. doi: 10.1111/tid.13815. Epub 2022 Mar 10.","Parta M","Transpl Infect Dis","2022","2022/02/22","PMC11024981","NIHMS1980595","10.1111/tid.13815"
"37554030","T-lymphocyte depleted transplants for inborn errors of immunity","Slatter MA, Maschan MA, Gennery AR.","Expert Rev Clin Immunol. 2023 Jul-Dec;19(11):1315-1324. doi: 10.1080/1744666X.2023.2245146. Epub 2023 Aug 9.","Slatter MA","Expert Rev Clin Immunol","2023","2023/08/09","","","10.1080/1744666X.2023.2245146"
"32417488","Hemorrhagic Cystitis after Haploidentical Transplantation with Post-Transplantation Cyclophosphamide: Protective Effect of MESNA Continuous Infusion","Arango M, Cardona D.","Biol Blood Marrow Transplant. 2020 Aug;26(8):1492-1496. doi: 10.1016/j.bbmt.2020.04.028. Epub 2020 May 15.","Arango M","Biol Blood Marrow Transplant","2020","2020/05/18","","","10.1016/j.bbmt.2020.04.028"
"23524638","Long-term survival after allogeneic haematopoietic cell transplantation for AML in remission: single-centre results after TBI-based myeloablative and non-myeloablative conditioning","Sengeløv H, Gerds TA, Brændstrup P, Kornblit B, Mortensen BK, Petersen SL, Vindeløv LL.","Bone Marrow Transplant. 2013 Sep;48(9):1185-91. doi: 10.1038/bmt.2013.38. Epub 2013 Mar 25.","Sengeløv H","Bone Marrow Transplant","2013","2013/03/26","","","10.1038/bmt.2013.38"
"30723110","PTCy-based haploidentical vs matched related or unrelated donor reduced-intensity conditioning transplant for DLBCL","Dreger P, Sureda A, Ahn KW, Eapen M, Litovich C, Finel H, Boumendil A, Gopal A, Herrera AF, Schmid C, Diez-Martin JL, Fuchs E, Bolaños-Meade J, Gooptu M, Al Malki MM, Castagna L, Ciurea SO, Dominietto A, Blaise D, Ciceri F, Tischer J, Corradini P, Montoto S, Robinson S, Gülbas Z, Hamadani M.","Blood Adv. 2019 Feb 12;3(3):360-369. doi: 10.1182/bloodadvances.2018027748.","Dreger P","Blood Adv","2019","2019/02/07","PMC6373757","","10.1182/bloodadvances.2018027748"
"37003931","Impact of Covid 19 pandemic on hematopoietic stem cell transplantation activities: Report from a single center","Giammarco S, Sica S, Metafuni E, Limongiello MA, Valentini CG, Sorà F, Marra JD, Bacigalupo A, Teofili L, Chiusolo P.","Transfus Apher Sci. 2023 Aug;62(4):103708. doi: 10.1016/j.transci.2023.103708. Epub 2023 Mar 29.","Giammarco S","Transfus Apher Sci","2023","2023/04/01","PMC10052870","","10.1016/j.transci.2023.103708"
"30243581","Outcomes of Haploidentical Transplantation in Patients with Relapsed Multiple Myeloma: An EBMT/CIBMTR Report","Sahebi F, Garderet L, Kanate AS, Eikema DJ, Knelange NS, Alvelo OFD, Koc Y, Blaise D, Bashir Q, Moraleda JM, Dreger P, Sanchez JF, Ciurea S, Schouten H, Shah NN, Verbeek M, Rösler W, Diez-Martin JL, Schoenland S, D'Souza A, Kröger N, Hari P.","Biol Blood Marrow Transplant. 2019 Feb;25(2):335-342. doi: 10.1016/j.bbmt.2018.09.018. Epub 2018 Sep 20.","Sahebi F","Biol Blood Marrow Transplant","2019","2018/09/24","PMC6339830","NIHMS1511105","10.1016/j.bbmt.2018.09.018"
"20708086","Acute kidney injury in patients with systemic sclerosis participating in hematopoietic cell transplantation trials in the United States","Hosing C, Nash R, McSweeney P, Mineishi S, Seibold J, Griffith LM, Shulman H, Goldmuntz E, Mayes M, Parikh CR, Crofford L, Keyes-Elstein L, Furst D, Steen V, Sullivan KM.","Biol Blood Marrow Transplant. 2011 May;17(5):674-81. doi: 10.1016/j.bbmt.2010.08.003. Epub 2010 Aug 11.","Hosing C","Biol Blood Marrow Transplant","2011","2010/08/17","PMC3012135","NIHMS233875","10.1016/j.bbmt.2010.08.003"
"21047561","Reduced-intensity conditioning followed by related allografts in hematologic malignancies: long-term outcomes most successful in indolent and aggressive non-Hodgkin lymphomas","Warlick ED, Tomblyn M, Cao Q, Defor T, Blazar BR, Macmillan M, Verneris M, Wagner J, Dusenbery K, Aurora M, Bachanova V, Brunstein C, Burns L, Cooley S, Kaufman D, Majhail NS, McClune B, McGlave P, Miller J, Oran B, Slungaard A, Vercellotti G, Weisdorf DJ.","Biol Blood Marrow Transplant. 2011 Jul;17(7):1025-32. doi: 10.1016/j.bbmt.2010.10.030. Epub 2010 Nov 1.","Warlick ED","Biol Blood Marrow Transplant","2011","2010/11/05","PMC4082980","NIHMS606203","10.1016/j.bbmt.2010.10.030"
"40930228","Haploidentical Versus Matched Sibling Donor HCT in Racially Diverse Pediatric and AYA Patients with Hematologic Malignancies: A Single-Center Comparison","Filioglou D, Kovacs K, Lafleur BJ, White LM, Katsanis E.","Transplant Cell Ther. 2025 Dec;31(12):1037.e1-1037.e14. doi: 10.1016/j.jtct.2025.09.014. Epub 2025 Sep 8.","Filioglou D","Transplant Cell Ther","2025","2025/09/10","","","10.1016/j.jtct.2025.09.014"
"28558762","Unmanipulated haploidentical stem cell transplantation in adults with acute lymphoblastic leukemia: a study on behalf of the Acute Leukemia Working Party of the EBMT","Santoro N, Ruggeri A, Labopin M, Bacigalupo A, Ciceri F, Gülbaş Z, Huang H, Afanasyev B, Arcese W, Wu D, Koc Y, Tischer J, Santarone S, Giebel S, Mohty M, Nagler A.","J Hematol Oncol. 2017 May 30;10(1):113. doi: 10.1186/s13045-017-0480-5.","Santoro N","J Hematol Oncol","2017","2017/06/01","PMC5450162","","10.1186/s13045-017-0480-5"
"41318843","Impact of donor selection in adverse-risk AML undergoing hematopoietic cell transplantation: A study from the EBMT Acute Leukemia Working Party","Villalba M, Ferhat AT, Gedde-Dahl T, Socie G, Huynh A, Blau IW, Yakoub-Agha I, Blaise D, Eder M, Forcade E, Fanin R, Passweg J, Crawley C, Stelljes M, Stölzel F, Kroeger N, Sengeloev H, Ceballos P, Labussiere-Wallet H, Poiré X, Esteve J, Savani B, Nagler A, Piemontese S, Sanz J, Mohty M, Ciceri F.","Bone Marrow Transplant. 2026 Feb;61(2):187-196. doi: 10.1038/s41409-025-02751-7. Epub 2025 Nov 29.","Villalba M","Bone Marrow Transplant","2026","2025/11/29","","","10.1038/s41409-025-02751-7"
"37067947","Human herpesvirus 6-specific T-cell immunity in allogeneic hematopoietic stem cell transplant recipients","Noviello M, Lorentino F, Xue E, Racca S, Furnari G, Valtolina V, Campodonico E, Dvir R, Lupo-Stanghellini MT, Giglio F, Piemontese S, Clerici D, Oltolini C, Tassi E, Beretta V, Farina F, Mannina D, Ardemagni A, Vago L, Bernardi M, Corti C, Peccatori J, Clementi M, Ciceri F, Bonini C, Greco R.","Blood Adv. 2023 Sep 26;7(18):5446-5457. doi: 10.1182/bloodadvances.2022009274.","Noviello M","Blood Adv","2023","2023/04/17","PMC10515312","","10.1182/bloodadvances.2022009274"
"34547770","Haploidentical vs sibling, unrelated, or cord blood hematopoietic cell transplantation for acute lymphoblastic leukemia","Wieduwilt MJ, Metheny L, Zhang MJ, Wang HL, Estrada-Merly N, Marks DI, Al-Homsi AS, Muffly L, Chao N, Rizzieri D, Gale RP, Gadalla SM, Cairo M, Mussetti A, Gore S, Bhatt VR, Patel SS, Michelis FV, Inamoto Y, Badawy SM, Copelan E, Palmisiano N, Kharfan-Dabaja MA, Lazarus HM, Ganguly S, Bredeson C, Diaz Perez MA, Cassaday R, Savani BN, Ballen K, Martino R, Wirk B, Bacher U, Aljurf M, Bashey A, Murthy HS, Yared JA, Aldoss I, Farhadfar N, Liu H, Abdel-Azim H, Waller EK, Solh M, Seftel MD, van der Poel M, Grunwald MR, Liesveld JL, Kamble RT, McGuirk J, Munker R, Cahn JY, Lee JW, Freytes CO, Krem MM, Winestone LE, Gergis U, Nathan S, Olsson RF, Verdonck LF, Sharma A, Ringdén O, Friend BD, Cerny J, Choe H, Chhabra S, Nishihori T, Seo S, George B, Baxter-Lowe LA, Hildebrandt GC, de Lima M, Litzow M, Kebriaei P, Hourigan CS, Abid MB, Weisdorf DJ, Saber W.","Blood Adv. 2022 Jan 11;6(1):339-357. doi: 10.1182/bloodadvances.2021004916.","Wieduwilt MJ","Blood Adv","2022","2021/09/21","PMC8753217","","10.1182/bloodadvances.2021004916"
"30295587","A Single-Center Experience With Hematopoietic Stem Cell Transplantation for Pediatric Acute Lymphoblastic Leukemia: A Modest Pitch for Non-Total Body Irradiation Conditioning Regimens","Hamidieh AA, Eslami Shahre Babaki A, Rostami T, Kasaeian A, Koochakzadeh L, Sharifi Aliabadi L, Behfar M, Ghavamzadeh A.","Exp Clin Transplant. 2019 Apr;17(2):243-250. doi: 10.6002/ect.2017.0226. Epub 2018 Oct 5.","Hamidieh AA","Exp Clin Transplant","2019","2018/10/09","","","10.6002/ect.2017.0226"
"20932682","Severe pulmonary toxicity after myeloablative conditioning using total body irradiation: an assessment of risk factors","Kelsey CR, Horwitz ME, Chino JP, Craciunescu O, Steffey B, Folz RJ, Chao NJ, Rizzieri DA, Marks LB.","Int J Radiat Oncol Biol Phys. 2011 Nov 1;81(3):812-8. doi: 10.1016/j.ijrobp.2010.06.058. Epub 2010 Oct 6.","Kelsey CR","Int J Radiat Oncol Biol Phys","2011","2010/10/12","","","10.1016/j.ijrobp.2010.06.058"
"41184699","Impact of Early Cyclosporine on Cytokine Release Syndrome and Outcomes in Pediatric Haploidentical Hematopoietic Stem Cell Transplantation","Patil VC, Dodda SR, Boyella PK, Tewani RK, Ladda PJ, Somayajula AA, Krishnamohan MVT, Sompalli S, Koneru SH, Rajappa SJ.","Pediatr Transplant. 2025 Dec;29(8):e70220. doi: 10.1111/petr.70220.","Patil VC","Pediatr Transplant","2025","2025/11/03","","","10.1111/petr.70220"
"28481355","Population pharmacokinetics of fludarabine in patients with aplastic anemia and Fanconi anemia undergoing allogeneic hematopoietic stem cell transplantation","Mohanan E, Panetta JC, Lakshmi KM, Edison ES, Korula A, Fouzia NA, Abraham A, Viswabandya A, Mathews V, George B, Srivastava A, Balasubramanian P.","Bone Marrow Transplant. 2017 Jul;52(7):977-983. doi: 10.1038/bmt.2017.79. Epub 2017 May 8.","Mohanan E","Bone Marrow Transplant","2017","2017/05/09","PMC5584518","","10.1038/bmt.2017.79"
"29846964","Busulfan-based myeloablative conditioning regimens for haploidentical transplantation in high-risk acute leukemias and myelodysplastic syndromes","Gayoso J, Balsalobre P, Kwon M, Herrera P, Bermúdez A, Sampol A, Jiménez S, López-Corral L, Serrano D, Piñana JL, Pascual MJ, Heras I, Bento L, Varela R, Humala K, Zabalza A, Laiglesia A, Bastos-Oreiro M, Pérez-Corral A, Martínez-Laperche C, Buño I, Díez-Martín JL; GETH (Grupo Español de Trasplante Hematopoyético), Spain.","Eur J Haematol. 2018 Sep;101(3):332-339. doi: 10.1111/ejh.13103. Epub 2018 Aug 3.","Gayoso J","Eur J Haematol","2018","2018/05/31","","","10.1111/ejh.13103"
"26619832","Hemophagocytic syndrome following haploidentical peripheral blood stem cell transplantation with post-transplant cyclophosphamide","Jaiswal SR, Chakrabarti A, Chatterjee S, Bhargava S, Ray K, Chakrabarti S.","Int J Hematol. 2016 Feb;103(2):234-42. doi: 10.1007/s12185-015-1905-y. Epub 2015 Nov 30.","Jaiswal SR","Int J Hematol","2016","2015/12/02","","","10.1007/s12185-015-1905-y"
"29661208","Unmanipulated haploidentical in comparison with matched unrelated donor stem cell transplantation in patients 60 years and older with acute myeloid leukemia: a comparative study on behalf of the ALWP of the EBMT","Santoro N, Labopin M, Giannotti F, Ehninger G, Niederwieser D, Brecht A, Stelljes M, Kröger N, Einsele H, Eder M, Hallek M, Glass B, Finke J, Ciceri F, Mohty M, Ruggeri A, Nagler A.","J Hematol Oncol. 2018 Apr 16;11(1):55. doi: 10.1186/s13045-018-0598-0.","Santoro N","J Hematol Oncol","2018","2018/04/18","PMC5902953","","10.1186/s13045-018-0598-0"
"33020591","Comparable outcomes of haploidentical transplant with TBF conditioning versus matched unrelated donor with fludarabine/busulfan conditioning for acute myeloid leukemia","Bazarbachi A, Labopin M, Blaise D, Forcade E, Socié G, Berceanu A, Angelucci E, Bulabois CE, Kröger N, Rambaldi A, Ceballos P, Mielke S, El Cheikh J, Yakoub-Agha I, Savani B, Spyridonidis A, Nagler A, Mohty M.","Bone Marrow Transplant. 2021 Mar;56(3):622-634. doi: 10.1038/s41409-020-01074-z. Epub 2020 Oct 6.","Bazarbachi A","Bone Marrow Transplant","2021","2020/10/06","","","10.1038/s41409-020-01074-z"
"37682205","Aplastic anemia from past to the present: A bibliometric analysis with research trends and global productivity during 1980 to 2022","Bulduk T.","Medicine (Baltimore). 2023 Sep 8;102(36):e34862. doi: 10.1097/MD.0000000000034862.","Bulduk T","Medicine (Baltimore)","2023","2023/09/08","PMC10489188","","10.1097/MD.0000000000034862"
"29844205","Comparison of pediatric allogeneic transplant outcomes using myeloablative busulfan with cyclophosphamide or fludarabine","Harris AC, Boelens JJ, Ahn KW, Fei M, Abraham A, Artz A, Dvorak C, Frangoul H, Freytes C, Gale RP, Hong S, Lazarus HM, Loren A, Mineishi S, Nishihori T, O'Brien T, Williams K, Pasquini MC, Levine JE.","Blood Adv. 2018 Jun 12;2(11):1198-1206. doi: 10.1182/bloodadvances.2018016956.","Harris AC","Blood Adv","2018","2018/05/31","PMC5998928","","10.1182/bloodadvances.2018016956"
"33150834","The combination of clofarabine, etoposide, and cyclophosphamide shows limited efficacy as a bridge to transplant for children with refractory acute leukemia: results of a monitored prospective study","Toporski J, Król L, Dykes J, Håkansson Y, Pronk C, Turkiewicz D.","Pediatr Hematol Oncol. 2021 Apr;38(3):216-226. doi: 10.1080/08880018.2020.1838012. Epub 2020 Nov 5.","Toporski J","Pediatr Hematol Oncol","2021","2020/11/05","","","10.1080/08880018.2020.1838012"
"40009166","Neuro-toxoplasmosis in haploidentical haematopoietic stem cell transplant","Galli M, Masina L, Magliano G, Morello E, Van Hauwermeiren E, Malagola M, Farina M, Radici V, Russo D, Avenoso D.","Ann Hematol. 2025 Apr;104(4):2527-2528. doi: 10.1007/s00277-025-06281-6. Epub 2025 Feb 26.","Galli M","Ann Hematol","2025","2025/02/26","PMC12052865","","10.1007/s00277-025-06281-6"
"34349169","Deciphering the biology of KIR2DL3(+) T lymphocytes that are associated to relapse in haploidentical HSCT","David G, Willem C, Legrand N, Djaoud Z, Mérieau P, Walencik A, Guillaume T, Gagne K, Chevallier P, Retière C.","Sci Rep. 2021 Aug 4;11(1):15782. doi: 10.1038/s41598-021-95245-7.","David G","Sci Rep","2021","2021/08/05","PMC8338934","","10.1038/s41598-021-95245-7"
"26183076","Phase II Study of Nonmyeloablative Allogeneic Bone Marrow Transplantation for B Cell Lymphoma with Post-Transplantation Rituximab and Donor Selection Based First on Non-HLA Factors","Kanakry JA, Gocke CD, Bolaños-Meade J, Gladstone DE, Swinnen LJ, Blackford AL, Fuchs EJ, Huff CA, Borrello I, Matsui WH, Brodsky RA, Rosner GL, Shanbhag S, Luznik L, Jones RJ, Ambinder RF, Kasamon YL.","Biol Blood Marrow Transplant. 2015 Dec;21(12):2115-2122. doi: 10.1016/j.bbmt.2015.07.012. Epub 2015 Jul 14.","Kanakry JA","Biol Blood Marrow Transplant","2015","2015/07/18","PMC4639455","NIHMS708987","10.1016/j.bbmt.2015.07.012"
"41360330","Cladribine as an Alternative to Fludarabine in Melphalan and Total Body Irradiation-Based Reduced Intensity Conditioning","Sahin U, Urlu SM, Gokmen A, Arslan O, Ozcan M.","Transplant Cell Ther. 2026 Apr;32(4):468.e1-468.e14. doi: 10.1016/j.jtct.2025.12.010. Epub 2025 Dec 6.","Sahin U","Transplant Cell Ther","2026","2025/12/08","","","10.1016/j.jtct.2025.12.010"
"24747336","Total body irradiation and cyclophosphamide plus antithymocyte globulin regimen is well tolerated and promotes stable engraftment as a preparative regimen before T cell-replete haploidentical transplantation for acute leukemia","Fu H, Xu L, Liu D, Liu K, Zhang X, Chen H, Chen Y, Han W, Wang Y, Wang J, Wang F, Huang X.","Biol Blood Marrow Transplant. 2014 Aug;20(8):1176-82. doi: 10.1016/j.bbmt.2014.04.012. Epub 2014 Apr 18.","Fu H","Biol Blood Marrow Transplant","2014","2014/04/22","","","10.1016/j.bbmt.2014.04.012"
"35286719","Does recipient body mass index inform donor selection for allogeneic haematopoietic cell transplantation?","Abou-Ismail MY, Fraser R, Allbee-Johnson M, Metheny L 3rd, Ravi G, Ahn KW, Bhatt NS, Lazarus HM, de Lima M, El Jurdy N, Hematti P, Beitinjaneh AM, Nishihori T, Badawy SM, Sharma A, Pasquini MC, Savani BN, Sorror ML, Stadtmauer EA, Chhabra S.","Br J Haematol. 2022 May;197(3):326-338. doi: 10.1111/bjh.18108. Epub 2022 Mar 14.","Abou-Ismail MY","Br J Haematol","2022","2022/03/14","PMC9675037","NIHMS1839600","10.1111/bjh.18108"
"40879525","Impact of Donor Type on Outcomes After Allogeneic Hematopoietic Cell Transplantation in Myelofibrosis: A Study on Behalf of the Chronic Malignancies Working Party of the EBMT","Hernández-Boluda JC, Sheth V, Iacobelli S, Koster L, Kröger N, Chiusolo P, Schroeder T, Robin M, Gambella M, Blaise D, Sengeloev H, Passweg J, Stelljes M, Zeiser R, Yakoub-Agha I, Clark A, Salmenniemi U, Galieni P, Rabisch W, Raj K, Drozd-Sokolowska J, Battipaglia G, Polverelli N, Czerw T, McLornan DP.","Am J Hematol. 2025 Nov;100(11):2028-2039. doi: 10.1002/ajh.70049. Epub 2025 Aug 29.","Hernández-Boluda JC","Am J Hematol","2025","2025/08/29","PMC12516658","","10.1002/ajh.70049"
"40954244","Haploidentical versus matched unrelated donor hematopoietic cell transplantation for adult patients with refractory/relapsed acute lymphoblastic leukemia: a study from the Global Committee and the Acute Leukemia Working Party of the European Society for Blood and Marrow Transplantation","Ru Y, Chen J, Ferhat AT, Einsele H, Tischer J, Blau IW, Angelucci E, Bethge W, Fanin R, Zeiser R, Wu D, Mohty M, Ciceri F, Gorin NC.","Bone Marrow Transplant. 2025 Dec;60(12):1584-1591. doi: 10.1038/s41409-025-02708-w. Epub 2025 Sep 15.","Ru Y","Bone Marrow Transplant","2025","2025/09/15","","","10.1038/s41409-025-02708-w"
"29440002","Effect of donor characteristics on haploidentical transplantation with posttransplantation cyclophosphamide","McCurdy SR, Zhang MJ, St Martin A, Al Malki MM, Bashey A, Gaballa S, Keesler DA, Hamadani M, Norkin M, Perales MA, Reshef R, Rocha V, Romee R, Solh M, Urbano-Ispizua A, Waller EK, Fuchs EJ, Eapen M.","Blood Adv. 2018 Feb 13;2(3):299-307. doi: 10.1182/bloodadvances.2017014829.","McCurdy SR","Blood Adv","2018","2018/02/15","PMC5812334","","10.1182/bloodadvances.2017014829"
"33084101","Haploidentical transplantation in pediatric non-malignant diseases: A retrospective analysis on behalf of the Spanish Group for Hematopoietic Transplantation (GETH)","Torres Canizales J, Ferreras C, Pascual A, Alonso L, Regueiro A, Plaza M, Pérez Hurtado JM, Benito A, Couselo JM, Fuster JL, Díaz-Almirón M, Bueno D, Mozo Y, Gómez López A, Vicario JL, Balas A, Sisinni L, Díaz de Heredia C, Pérez-Martínez A.","Eur J Haematol. 2021 Feb;106(2):196-204. doi: 10.1111/ejh.13536. Epub 2020 Nov 17.","Torres Canizales J","Eur J Haematol","2021","2020/10/21","","","10.1111/ejh.13536"
"36702138","The effect of granulocyte-colony stimulating factor, decitabine, and busulfan-cyclophosphamide versus busulfan-cyclophosphamide conditioning on relapse in patients with myelodysplastic syndrome or secondary acute myeloid leukaemia evolving from myelodysplastic syndrome undergoing allogeneic haematopoietic stem-cell transplantation: an open-label, multicentre, randomised, phase 3 trial","Xuan L, Dai M, Jiang E, Wang Y, Huang F, Fan Z, Xu N, Nie D, Liang X, Chen H, Ye J, Shi P, Liu H, Jin H, Lin R, Yan C, Zhang Y, Sun J, Han M, Liu Q.","Lancet Haematol. 2023 Mar;10(3):e178-e190. doi: 10.1016/S2352-3026(22)00375-1. Epub 2023 Jan 23.","Xuan L","Lancet Haematol","2023","2023/01/26","","","10.1016/S2352-3026(22)00375-1"
"25286698","[Comparing BFA with BuCyA as a myeloablative conditioning regimen for allogeneic stem cell transplantation in acute leukemias]","Tang Y, Li JJ, Chen XC, Liu ZG, Lu ZP, Huang XO, Liu T.","Sichuan Da Xue Xue Bao Yi Xue Ban. 2014 Jul;45(4):675-9.","Tang Y","Sichuan Da Xue Xue Bao Yi Xue Ban","2014","2014/10/08","","",""
"23551397","Reduced dose cyclophosphamide, fludarabine and antithymocyte globulin for sibling and unrelated transplant of children with severe and very severe aplastic anemia","Chung NG, Lee JW, Jang PS, Jeong DC, Cho B, Kim HK.","Pediatr Transplant. 2013 Jun;17(4):387-93. doi: 10.1111/petr.12073. Epub 2013 Apr 3.","Chung NG","Pediatr Transplant","2013","2013/04/05","","","10.1111/petr.12073"
"33724650","Risk factors of BK viral hemorrhagic cystitis in allogenic hematopoietic stem cell transplantation","Kaphan E, Germi R, Bailly S, Bulabois CE, Carré M, Cahn JY, Thiebaut-Bertrand A.","Transpl Infect Dis. 2021 Oct;23(5):e13601. doi: 10.1111/tid.13601. Epub 2021 Jun 13.","Kaphan E","Transpl Infect Dis","2021","2021/03/16","","","10.1111/tid.13601"
"40336316","Improved outcomes of acute lymphoblastic leukemia after allogeneic blood or marrow transplantation with highdose post-transplantation cyclophosphamide in the era of more effective pre-transplant therapy","Webster JA, Reed M, Tsai HL, Imus PH, Smith DB, Ambinder AJ, Levis MJ, DeZern AE, Prince GT, Jain T, Bolaños-Meade J, Gondek LP, Ghiaur G, Dalton WB, Karantanos T, Paul S, Fuchs EJ, Sterling C, Swinnen LJ, Wagner-Johnston N, Ambinder RF, Gocke CB, Ali SA, Huff CA, Luznik L, Varadhan R, Jones RJ, Gojo I.","Haematologica. 2025 Nov 1;110(11):2635-2646. doi: 10.3324/haematol.2025.287433. Epub 2025 May 8.","Webster JA","Haematologica","2025","2025/05/08","PMC12580691","","10.3324/haematol.2025.287433"
"30953027","Fevers post infusion of T-cell replete hla mismatched haploidentical hematopoietic stem cells with post-transplant cyclophosphamide: risk factors and impact on transplant outcomes","Solh MM, Dickhaus E, Solomon SR, Morris LE, Zhang X, Holland HK, Bashey A.","Bone Marrow Transplant. 2019 Nov;54(11):1756-1763. doi: 10.1038/s41409-019-0522-4. Epub 2019 Apr 5.","Solh MM","Bone Marrow Transplant","2019","2019/04/07","","","10.1038/s41409-019-0522-4"
"31431696","Haploidentical stem cell transplantation (HaploSCT) for patients with acute leukemia-an update on behalf of the ALWP of the EBMT","Nagler A, Ruggeri A.","Bone Marrow Transplant. 2019 Aug;54(Suppl 2):713-718. doi: 10.1038/s41409-019-0610-5.","Nagler A","Bone Marrow Transplant","2019","2019/08/22","","","10.1038/s41409-019-0610-5"
"35788088","Lineage-Specific Relapse Prediction After Haploidentical Transplantation With Post-Transplant Cyclophosphamide Based on Recipient HLA-B-Leader Genotype and HLA-C-Group KIR Ligand","Solomon SR, Aubrey MT, Zhang X, Jackson KC, Roark CL, Freed BM, Morris LE, Holland HK, Solh MM, Bashey A.","Transplant Cell Ther. 2022 Sep;28(9):601.e1-601.e8. doi: 10.1016/j.jtct.2022.06.023. Epub 2022 Jul 3.","Solomon SR","Transplant Cell Ther","2022","2022/07/05","","","10.1016/j.jtct.2022.06.023"
"39221255","Anti-PD-1 combined with hypomethylating agent and CAG regimen bridging to allogeneic hematopoietic stem cell transplantation: a novel strategy for relapsed/refractory acute myeloid leukemia","Wang YX, Wang A, Su YF, Wang J, Li YH, Li F, Jing Y, Xu L, Wang YZ, Zheng X, Gao CJ, Hu LD, Gao XN, Liu DH.","Front Immunol. 2024 Aug 16;15:1409302. doi: 10.3389/fimmu.2024.1409302. eCollection 2024.","Wang YX","Front Immunol","2024","2024/09/02","PMC11361969","","10.3389/fimmu.2024.1409302"
"27543157","A Single-Center Experience Comparing Alemtuzumab, Fludarabine, and Melphalan Reduced-Intensity Conditioning with Myeloablative Busulfan, Cyclophosphamide, and Antithymocyte Globulin for Chronic Granulomatous Disease","Khandelwal P, Bleesing JJ, Davies SM, Marsh RA.","Biol Blood Marrow Transplant. 2016 Nov;22(11):2011-2018. doi: 10.1016/j.bbmt.2016.08.013. Epub 2016 Aug 16.","Khandelwal P","Biol Blood Marrow Transplant","2016","2016/08/21","","","10.1016/j.bbmt.2016.08.013"
"21967264","CD40 ligand deficiency with grade III liver fibrosis, transplanted by a treosulphan-based conditioning regimen","Dogu F, Cipe FE, Reisli I, Erden E, Ikinciogullari A.","Exp Clin Transplant. 2011 Oct;9(5):349-52.","Dogu F","Exp Clin Transplant","2011","2011/10/05","","",""
"26071480","High-Dose Sirolimus and Immune-Selective Pentostatin plus Cyclophosphamide Conditioning Yields Stable Mixed Chimerism and Insufficient Graft-versus-Tumor Responses","Mossoba ME, Halverson DC, Kurlander R, Schuver BB, Carpenter A, Hansen B, Steinberg SM, Ali SA, Tageja N, Hakim FT, Gea-Banacloche J, Sportes C, Hardy NM, Hickstein DD, Pavletic SZ, Khuu H, Sabatini M, Stroncek D, Levine BL, June CH, Mariotti J, Rixe O, Fojo AT, Bishop MR, Gress RE, Fowler DH.","Clin Cancer Res. 2015 Oct 1;21(19):4312-20. doi: 10.1158/1078-0432.CCR-15-0340. Epub 2015 Jun 12.","Mossoba ME","Clin Cancer Res","2015","2015/06/14","PMC4592398","NIHMS700909","10.1158/1078-0432.CCR-15-0340"
"31965686","Mendelian susceptibility to mycobacterial disease-Challenges in hematopoietic stem cell transplantation","Patel S, Uppuluri R, Vellaichamy Swaminathan V, Ravichandran N, Melarcode Ramanan K, Raj R.","Pediatr Blood Cancer. 2020 May;67(5):e28187. doi: 10.1002/pbc.28187. Epub 2020 Jan 21.","Patel S","Pediatr Blood Cancer","2020","2020/01/23","","","10.1002/pbc.28187"
"40337996","Outcomes of Allogeneic Hematopoietic Stem Cell Transplantation for Myelodysplastic/Myeloproliferative Overlap Neoplasms","Desai N, Rodriguez-Rodriguez S, Chen C, Moya TA, Al-Shaibani E, Novitzky-Basso I, Pasic I, Michelis FV, Viswabandya A, Kim D, Kumar R, Mattsson J, Law AD.","Eur J Haematol. 2025 Aug;115(2):142-152. doi: 10.1111/ejh.14430. Epub 2025 May 7.","Desai N","Eur J Haematol","2025","2025/05/08","","","10.1111/ejh.14430"
