PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37120352","Does PTCY increase the risk of infections?","Mikulska M, Bartalucci C, Raiola AM, Oltolini C.","Blood Rev. 2023 Nov;62:101092. doi: 10.1016/j.blre.2023.101092. Epub 2023 Apr 20.","Mikulska M","Blood Rev","2023","2023/04/29","","","10.1016/j.blre.2023.101092"
"38657278","Younger unrelated donors may be preferable over HLA match in the PTCy era: a study from the ALWP of the EBMT","Sanz J, Labopin M, Choi G, Kulagin A, Peccatori J, Vydra J, Reményi P, Versluis J, Rovira M, Blaise D, Labussière-Wallet H, Montoro J, Sica S, Meijer E, Itälä-Remes M, Schaap N, Bulabois CE, Piemontese S, Mohty M, Ciceri F.","Blood. 2024 Jun 13;143(24):2534-2543. doi: 10.1182/blood.2023023697.","Sanz J","Blood","2024","2024/04/24","","","10.1182/blood.2023023697"
"32343796","Haploidentical BMT for severe aplastic anemia with intensive GVHD prophylaxis including posttransplant cyclophosphamide","DeZern AE, Zahurak ML, Symons HJ, Cooke KR, Rosner GL, Gladstone DE, Huff CA, Swinnen LJ, Imus P, Borrello I, Wagner-Johnston N, Ambinder RF, Luznik L, Bolaños-Meade J, Fuchs EJ, Jones RJ, Brodsky RA.","Blood Adv. 2020 Apr 28;4(8):1770-1779. doi: 10.1182/bloodadvances.2020001729.","DeZern AE","Blood Adv","2020","2020/04/29","PMC7189283","","10.1182/bloodadvances.2020001729"
"40488825","Optimal GVHD Prophylaxis","Elmariah H, Bolaños-Meade J.","Adv Exp Med Biol. 2025;1475:77-102. doi: 10.1007/978-3-031-84988-6_5.","Elmariah H","Adv Exp Med Biol","2025","2025/06/09","","","10.1007/978-3-031-84988-6_5"
"37935091","Explorations of post-gDLI low-dose cyclophosphamide for preventing severe aGVHD","Chen X, Zheng X, Lu N, Zhang R, Zhai W, Ma Q, Pang A, Yang D, Wei J, He Y, Feng S, Han M, Jiang E.","Int Immunopharmacol. 2023 Dec;125(Pt A):111165. doi: 10.1016/j.intimp.2023.111165. Epub 2023 Nov 5.","Chen X","Int Immunopharmacol","2023","2023/11/07","","","10.1016/j.intimp.2023.111165"
"38493482","An international learning collaborative phase 2 trial for haploidentical bone marrow transplant in sickle cell disease","Kassim AA, de la Fuente J, Nur E, Wilkerson KL, Alahmari AD, Seber A, Bonfim C, Simões BP, Alzahrani M, Eckrich MJ, Horn B, Hanna R, Dhedin N, Rangarajan HG, Gouveia RV, Almohareb F, Aljurf M, Essa M, Alahmari B, Gatwood K, Connelly JA, Dovern E, Rodeghier M, DeBaun MR.","Blood. 2024 Jun 20;143(25):2654-2665. doi: 10.1182/blood.2023023301.","Kassim AA","Blood","2024","2024/03/17","","","10.1182/blood.2023023301"
"40596499","A comparative study of GVHD prophylaxis using low dose ATG versus PTCy for PBSCT based on two independent prospective cohorts","Shiratori S, Sugita J, Ishikawa J, Kuroha T, Mori Y, Eto T, Kasahara S, Fukushima K, Harada M, Teshima T.","Sci Rep. 2025 Jul 1;15(1):20677. doi: 10.1038/s41598-025-07263-4.","Shiratori S","Sci Rep","2025","2025/07/02","PMC12216378","","10.1038/s41598-025-07263-4"
"34855460","Randomized Phase III BMT CTN Trial of Calcineurin Inhibitor-Free Chronic Graft-Versus-Host Disease Interventions in Myeloablative Hematopoietic Cell Transplantation for Hematologic Malignancies","Luznik L, Pasquini MC, Logan B, Soiffer RJ, Wu J, Devine SM, Geller N, Giralt S, Heslop HE, Horowitz MM, Jones RJ, Litzow MR, Mendizabal A, Muffly L, Nemecek ER, O'Donnell L, O'Reilly RJ, Palencia R, Schetelig J, Shune L, Solomon SR, Vasu S, Ho VT, Perales MA.","J Clin Oncol. 2022 Feb 1;40(4):356-368. doi: 10.1200/JCO.21.02293. Epub 2021 Dec 2.","Luznik L","J Clin Oncol","2022","2021/12/02","PMC8797487","","10.1200/JCO.21.02293"
"29987350","Haplo-identical allografting with post-transplant cyclophosphamide in high-risk patients","Brunello L, Passera R, Dellacasa CM, Giaccone L, Audisio E, Ferrero D, D'Ardia S, Allione B, Aydin S, Festuccia M, Lia G, Crisà E, Maffini E, Butera S, Busca A, Bruno B.","Ann Hematol. 2018 Nov;97(11):2205-2215. doi: 10.1007/s00277-018-3433-3. Epub 2018 Jul 9.","Brunello L","Ann Hematol","2018","2018/07/11","","","10.1007/s00277-018-3433-3"
"37257193","Prospective PTCTC trial of myeloablative haplo-BMT with posttransplant cyclophosphamide for pediatric acute leukemias","Fierro-Pineda JC, Tsai HL, Blackford A, Cluster A, Caywood E, Dalal J, Davis J, Egeler M, Huo J, Hudspeth M, Keating A, Kelly SS, Krueger J, Lee D, Lehmann L, Madden L, Oshrine B, Pulsipher MA, Fry T, Symons HJ.","Blood Adv. 2023 Sep 26;7(18):5639-5648. doi: 10.1182/bloodadvances.2023010281.","Fierro-Pineda JC","Blood Adv","2023","2023/05/31","PMC10546347","","10.1182/bloodadvances.2023010281"
"34607073","Haploidentical transplantation is feasible and associated with reasonable outcomes despite major infective complications-A single center experience from India","George B, Kulkarni U, Lionel S, Devasia AJ, Aboobacker FN, Lakshmi KM, Selvarajan S, Korula A, Rose W, Varghese GM, Rupali P, Veeraraghavan B, Michael JS, Abraham A, Abraham A, Mathews V.","Transplant Cell Ther. 2022 Jan;28(1):45.e1-45.e8. doi: 10.1016/j.jtct.2021.09.020. Epub 2021 Oct 2.","George B","Transplant Cell Ther","2022","2021/10/04","","","10.1016/j.jtct.2021.09.020"
"40425810","Donor impact on allogeneic transplant outcomes with PTCy for severe aplastic anemia: a study of the SAAWP EBMT","Montoro J, Eikema DJ, Piepenbroek B, Tuffnell J, Halahleh K, Kulagin A, AlAhmari A, Aksoy BA, Reményi P, Itäla-Remes M, Gulbas Z, McDonald A, Apte S, Kwon M, Rovira M, Kharya G, Potter V, Gambella M, Schroeder T, Giammarco S, Bazarbachi A, Aljurf M, Ho A, Dalle JH, Vydra J, Sanz J, Pérez-Simon JA, Colita A, Collin M, Tanase A, Halkes C, Kulasekararaj A, Risitano A, Peffault de Latour R.","Bone Marrow Transplant. 2025 Aug;60(8):1152-1159. doi: 10.1038/s41409-025-02633-y. Epub 2025 May 27.","Montoro J","Bone Marrow Transplant","2025","2025/05/27","","","10.1038/s41409-025-02633-y"
"39154913","Surrogates of Endothelial Injury Predict Survival After Post-transplant Cyclophosphamide","Baranwal A, Langer KJ, Kharfan-Dabaja MA, Ayala E, Foran J, Murthy H, Roy V, Iqbal M, Palmer J, Sproat LZ, Chhabra S, Khera N, Durani U, Hefazi M, Mangaonkar A, Shah MV, Litzow MR, Hogan WJ, Alkhateeb HB.","Transplant Cell Ther. 2025 Jan;31(1):16.e1-16.e9. doi: 10.1016/j.jtct.2024.08.009. Epub 2024 Aug 16.","Baranwal A","Transplant Cell Ther","2025","2024/08/18","","","10.1016/j.jtct.2024.08.009"
"40419020","Choosing Between HLA-Mismatched Unrelated and Haploidentical Donors: Donor Age Considerations","Mehta RS, Schmidt G, Williams K, Patel SA, Schetelig J, Savani B, Askar M, Petersdorf E, Ringden O, Kanakry CG, Kanakry JA, Stefanski H, Arrieta-Bolaños E, Betts B, Benjamin C, Gadalla S, Wang T, Saultz J, Spellman S, Jurdi NE, Bolon YT, Lee SJ.","Transplant Cell Ther. 2025 Sep;31(9):680-692. doi: 10.1016/j.jtct.2025.05.019. Epub 2025 May 24.","Mehta RS","Transplant Cell Ther","2025","2025/05/26","PMC12403200","NIHMS2100175","10.1016/j.jtct.2025.05.019"
"35396950","Immune reconstitution and survival of patients with parvovirus B19 related pure red cell aplasia after haplo-PBSCT","Zhou X, Jiang P, Gao L, Yang J, Cai Y, Tong Y, Qiu H, Huang C, Zhou K, Xu X, Niu J, Xia X, Zhang Y, Shen C, Wei Y, Shao J, Song X, Wan L.","Ann Hematol. 2022 Jun;101(6):1333-1342. doi: 10.1007/s00277-022-04831-w. Epub 2022 Apr 9.","Zhou X","Ann Hematol","2022","2022/04/09","PMC9072482","","10.1007/s00277-022-04831-w"
"36167679","Comparison of outcomes for HLA-matched sibling and haplo-identical donors in Myelodysplastic syndromes: report from the chronic malignancies working party of EBMT","Raj K, Eikema DJ, Sheth V, Koster L, de Wreede LC, Blaise D, Di Grazia C, Koc Y, Potter V, Chevallier P, Lopez-Corral L, Wu D, Mielke S, Maertens J, Meijer E, Huynh A, Passweg J, Luft T, Pérez-Simón JA, Ciceri F, Piekarska A, Hayri Ozsan G, Kröger N, Robin M, Yakoub-Agha I.","Blood Cancer J. 2022 Sep 28;12(9):140. doi: 10.1038/s41408-022-00729-y.","Raj K","Blood Cancer J","2022","2022/09/27","PMC9515068","","10.1038/s41408-022-00729-y"
"38538862","ATG or post-transplant cyclophosphamide to prevent GVHD in matched unrelated stem cell transplantation?","Penack O, Abouqateb M, Peczynski C, Boreland W, Kröger N, Stelljes M, Gedde-Dahl T, Blau IW, Schroeder T, Salmenniemi U, Kulagin A, Peffault de Latour R, Mielke S, Zeiser R, Moiseev I, Schoemans H, Koenecke C, Peric Z.","Leukemia. 2024 May;38(5):1156-1163. doi: 10.1038/s41375-024-02225-7. Epub 2024 Mar 27.","Penack O","Leukemia","2024","2024/03/28","PMC11073959","","10.1038/s41375-024-02225-7"
"41349637","Low-Dose Post-Transplant Cyclophosphamide in Haploidentical Stem Cell Transplantation: A Systematic Review","Shafqat A, Ahmad O, Omer MH, Shafqat S, Nasiri A, Kotb A, Mushtaq A, Harnegie MP, Alahmari A, Ahmed SO, Rasheed W, Alzahrani H, Hashmi S, Saad A, Aljurf M, El-Fakih R, Saleh MFM.","Transplant Cell Ther. 2026 Mar;32(3):320-336. doi: 10.1016/j.jtct.2025.11.034. Epub 2025 Dec 3.","Shafqat A","Transplant Cell Ther","2026","2025/12/05","","","10.1016/j.jtct.2025.11.034"
"39453336","Female-to-male allogeneic transplantation affects outcomes differently according to the type of haplo-transplantation","Tamaki M, Kawamura S, Takano K, Nakamae H, Doki N, Ohigashi H, Maruyama Y, Ota S, Hiramoto N, Eto T, Yoshihara S, Matsuoka KI, Masuko M, Onizuka M, Kanda Y, Fukuda T, Atsuta Y, Yanagisawa R, Yakushijin K, Nakasone H.","Cytotherapy. 2025 Feb;27(2):213-221. doi: 10.1016/j.jcyt.2024.09.007. Epub 2024 Oct 5.","Tamaki M","Cytotherapy","2025","2024/10/25","","","10.1016/j.jcyt.2024.09.007"
"39837777","CMV Reactivation Following Allogeneic Transplantation in Children From a High-Seroprevalence Population: A Single-Center Experience in Colombia","Arias A, Builes N, Niño-Serna L, Diaz A, Aristizabal BH, Trujillo M.","Pediatr Transplant. 2025 Feb;29(1):e70033. doi: 10.1111/petr.70033.","Arias A","Pediatr Transplant","2025","2025/01/21","","","10.1111/petr.70033"
"28030755","Epidemiology of infections following haploidentical peripheral blood hematopoietic cell transplantation","Slade M, Goldsmith S, Romee R, DiPersio JF, Dubberke ER, Westervelt P, Uy GL, Lawrence SJ.","Transpl Infect Dis. 2017 Feb;19(1). doi: 10.1111/tid.12629. Epub 2016 Dec 28.","Slade M","Transpl Infect Dis","2017","2016/12/29","PMC5459579","NIHMS860498","10.1111/tid.12629"
"41291114","Donor selection in PTCy haploidentical transplant for acute lymphoblastic leukemia: a study from the ALWP of the EBMT","Sanz J, Ferhat AT, Raiola AM, Blaise D, Arat M, Koc Y, Benakli M, Kwon M, Kulagin A, Parma M, Sica S, Tischer J, Pavlu J, Dhedin N, Grillo G, Kröger N, Montoro J, Giebel S, Peric Z, Savani B, Nagler A, Piemontese S, Mohty M, Ciceri F.","Bone Marrow Transplant. 2026 Feb;61(2):166-171. doi: 10.1038/s41409-025-02763-3. Epub 2025 Nov 25.","Sanz J","Bone Marrow Transplant","2026","2025/11/25","","","10.1038/s41409-025-02763-3"
"41851549","Superior outcomes with the FABT regimen in haploidentical transplantation for aplastic anemia in patients under 40 years old: a single-center retrospective study","Tan Z, Zhu N, Zhao Y, Hu H, Yu Q, Zhang Y, Hu T, Wu D, Ye B, Liu W.","Clin Exp Med. 2026 Mar 19;26(1):196. doi: 10.1007/s10238-026-02105-7.","Tan Z","Clin Exp Med","2026","2026/03/19","PMC13013374","","10.1007/s10238-026-02105-7"
"39565954","PTCy-based graft-versus-host disease prophylaxis for matched sibling donor allogeneic hematopoietic cell transplantation","Desai N, Altareb M, Remberger M, Chen C, Alfaro Moya T, Al-Shaibani E, Novitzky-Basso I, Pasic I, Lam W, Michelis FV, Gerbitz A, Viswabandya A, Kumar R, Kim DDH, Lipton JH, Mattsson J, Law AD.","Blood Adv. 2025 Feb 11;9(3):660-669. doi: 10.1182/bloodadvances.2024014781.","Desai N","Blood Adv","2025","2024/11/20","PMC11881745","","10.1182/bloodadvances.2024014781"
"37565363","ATG versus PTCy in matched unrelated donor haematopoietic stem cell transplantations with non-myeloablative conditioning","Aydin M, de Leeuw DC, Rutten CE, Visser OJ, Tang MW, van Roessel C, Janssen JJW, Biemond BJ, van de Loosdrecht AA, Hazenberg MD, Meijer E, Nur E.","Br J Haematol. 2023 Nov;203(3):439-445. doi: 10.1111/bjh.19031. Epub 2023 Aug 10.","Aydin M","Br J Haematol","2023","2023/08/11","","","10.1111/bjh.19031"
"33257777","Incorporation of posttransplant cyclophosphamide as part of standard immunoprophylaxis for all allogeneic transplants: a retrospective, single institution study","Cooper DL, Manago J, Patel V, Schaar D, Krimmel T, McGrath MK, Tyno A, Lin Y, Strair R.","Bone Marrow Transplant. 2021 May;56(5):1099-1105. doi: 10.1038/s41409-020-01144-2. Epub 2020 Dec 1.","Cooper DL","Bone Marrow Transplant","2021","2020/12/01","","","10.1038/s41409-020-01144-2"
"35066570","Triple post transplant cyclophosphamide (PTCY) based GVHD prophylaxis: HLA matched versus HLA haploidentical transplants","Galli E, Metafuni E, Giammarco S, Limongiello MA, Innocenti I, Autore F, Laurenti L, Sorà F, Chiusolo P, Teofili L, Bacigalupo A, Sica S.","Bone Marrow Transplant. 2022 Apr;57(4):532-537. doi: 10.1038/s41409-022-01574-0. Epub 2022 Jan 22.","Galli E","Bone Marrow Transplant","2022","2022/01/23","","","10.1038/s41409-022-01574-0"
"41043099","Sirolimus and Cyclosporine With Post-Transplant Cyclophosphamide or Mycophenolate Mofetil as Graft-Versus-Host Disease Prophylaxis in Unrelated Donor Hematopoietic Cell Transplantation","Ueda Oshima M, Vo PT, Boeckh M, Bouvier ME, Carpenter PA, Mielcarek M, Petersdorf EW, Storb R, Gooley T, Sandmaier BM.","J Clin Oncol. 2025 Nov 20;43(33):3600-3609. doi: 10.1200/JCO-25-01238. Epub 2025 Oct 3.","Ueda Oshima M","J Clin Oncol","2025","2025/10/03","PMC12614434","NIHMS2106268","10.1200/JCO-25-01238"
"38825519","[Current state of graft-versus-host disease prophylaxis with PTCy for allogeneic hematopoietic stem cell transplantation]","Nakamae H.","Rinsho Ketsueki. 2024;65(5):391-400. doi: 10.11406/rinketsu.65.391.","Nakamae H","Rinsho Ketsueki","2024","2024/06/02","","","10.11406/rinketsu.65.391"
"26314453","[Efficacy of Nonmyeloablative Allogeneic Hematopoietic Stem Cells for 14 Case of Severe Acquired Aplastic Anemia]","Wang SF, Huang YJ, Yu CL, Sun QY, Qiao JH, Hu KX, Zuo HL, Dong Z, Liu ZQ, Wang Y, Huang XM, Ai HS, Guo M.","Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2015 Aug;23(4):1097-102. doi: 10.7534/j.issn.1009-2137.2015.04.037.","Wang SF","Zhongguo Shi Yan Xue Ye Xue Za Zhi","2015","2015/08/29","","","10.7534/j.issn.1009-2137.2015.04.037"
"33674791","Contemporary haploidentical stem cell transplant strategies in children with hematological malignancies","Shah RM.","Bone Marrow Transplant. 2021 Jul;56(7):1518-1534. doi: 10.1038/s41409-021-01246-5. Epub 2021 Mar 5.","Shah RM","Bone Marrow Transplant","2021","2021/03/06","","","10.1038/s41409-021-01246-5"
"37903992","Post-transplantation cyclophosphamide is associated with increased bacterial infections","Ustun C, Chen M, Kim S, Auletta JJ, Batista MV, Battiwalla M, Cerny J, Gowda L, Hill JA, Liu H, Munshi PN, Nathan S, Seftel MD, Wingard JR, Chemaly RF, Dandoy CE, Perales MA, Riches M, Papanicolaou GA.","Bone Marrow Transplant. 2024 Jan;59(1):76-84. doi: 10.1038/s41409-023-02131-z. Epub 2023 Oct 31.","Ustun C","Bone Marrow Transplant","2024","2023/10/31","PMC11164622","NIHMS1994221","10.1038/s41409-023-02131-z"
"40554429","A prospective clinical trial of GVHD prophylaxis with posttransplant cyclophosphamide and abatacept","Koura D, Dykes K, Goodman A, Costello C, Mulroney C, Mangan JK, Tanaka TN, Ball ED, Hamdan A, Jeong AR, Mirocha J, Zhang Q, Ogrodnik P, McConnell K, Maroge JJ, Padilla M, Morris GP, Tzachanis D.","Blood Adv. 2025 Aug 26;9(16):4336-4344. doi: 10.1182/bloodadvances.2024015094.","Koura D","Blood Adv","2025","2025/06/24","PMC12402362","","10.1182/bloodadvances.2024015094"
"40269279","Cytokine release syndrome: implications for transplant outcomes in haploidentical and HLA-matched HSCT using PTCy","Benavente R, Montoro J, Balaguer-Roselló A, Villalba M, Chorão P, Asensi P, Granados P, Lloret P, Gómez-Seguí I, Solves P, Santiago M, Lamas B, Bataller A, Eirís J, Martinez D, Louro A, Rebollar P, Perla A, de la Rubia J, Sanz MÁ, Sanz J.","Bone Marrow Transplant. 2025 Jul;60(7):1020-1026. doi: 10.1038/s41409-025-02594-2. Epub 2025 Apr 23.","Benavente R","Bone Marrow Transplant","2025","2025/04/24","","","10.1038/s41409-025-02594-2"
"37971549","Outcome improvement over time in reduced intensity conditioning hematopoietic transplantation: a 20-year experience","Esquirol A, Cadenas IG, Novelli S, Garrido A, Caballero AC, Oñate G, Lopez J, Redondo S, Argüello M, Saavedra S, Moreno C, Briones J, Sierra J, Martino R.","Ann Hematol. 2024 Jan;103(1):321-334. doi: 10.1007/s00277-023-05530-w. Epub 2023 Nov 16.","Esquirol A","Ann Hematol","2024","2023/11/16","","","10.1007/s00277-023-05530-w"
"39908565","Intermediate-dose posttransplantation cyclophosphamide for myeloablative HLA-haploidentical bone marrow transplantation","Hyder MA, Dimitrova D, Sabina R, DeVries A, McCune JS, McAdams MJ, Flomerfelt FA, McKeown C, Sadler JL, Chai A, Hughes TE, Napier S, Stokes A, Sponaugle J, Rechache K, Parta M, Cuellar-Rodriguez J, Figg WD, Choo-Wosoba H, Steinberg SM, Kanakry JA, Kanakry CG.","Blood Adv. 2025 May 27;9(10):2553-2569. doi: 10.1182/bloodadvances.2024014879.","Hyder MA","Blood Adv","2025","2025/02/05","PMC12148395","","10.1182/bloodadvances.2024014879"
"40068801","Infectious Enterocolitis in Hematopoietic Cell Transplant with Post-Transplant Cyclophosphamide","Chorão P, Pardal AA, de Cossio S, Balaguer-Roselló A, Montoro J, Villalba M, González EM, Gómez MD, Gómez I, Solves P, Santiago M, Asensi P, Granados P, Louro A, Rebollar P, Perla A, Salavert M, Rubia J, Sanz MA, Sanz J.","Transplant Cell Ther. 2025 Jun;31(6):392.e1-392.e11. doi: 10.1016/j.jtct.2025.02.027. Epub 2025 Mar 9.","Chorão P","Transplant Cell Ther","2025","2025/03/11","","","10.1016/j.jtct.2025.02.027"
"26914538","Haploidentical Donors: Can Faster Transplantation Be Life-Saving for Patients with Advanced Disease?","Tanase A, Tomuleasa C, Marculescu A, Bardas A, Colita A, Orban C, Ciurea SO.","Acta Haematol. 2016;135(4):211-6. doi: 10.1159/000443469. Epub 2016 Feb 26.","Tanase A","Acta Haematol","2016","2016/02/26","","","10.1159/000443469"
"32961372","Thrombotic Microangiopathy after Post-Transplantation Cyclophosphamide-Based Graft-versus-Host Disease Prophylaxis","Imus PH, Tsai HL, DeZern AE, Jerde K, Swinnen LJ, Bolaños-Meade J, Luznik L, Fuchs EJ, Wagner-Johnston N, Huff CA, Gladstone DE, Ambinder RF, Gocke CB, Ali SA, Borrello IM, Varadhan R, Brodsky R, Jones RJ.","Biol Blood Marrow Transplant. 2020 Dec;26(12):2306-2310. doi: 10.1016/j.bbmt.2020.09.018. Epub 2020 Sep 19.","Imus PH","Biol Blood Marrow Transplant","2020","2020/09/22","PMC7686062","NIHMS1633123","10.1016/j.bbmt.2020.09.018"
"41339490","Posttransplant cyclophosphamide versus antithymocyte globulin in patients with cardiovascular comorbidity undergoing allogeneic hematopoietic cell transplantation for acute myeloid leukaemia in first complete remission from unrelated donors: a retrospective matched-pair analysis from the ALWP of the EBMT","Vydra J, Ferhat AT, Kröger N, Gedde-Dahl T, Eder M, Schroeder T, Salmenniemi U, de Latour RP, Passweg J, Yakoub-Agha I, Rambaldi A, Zeiser R, Stelljes M, Carlson K, Castilla-Llorente C, Spyridonidis A, Savani B, Ciceri F, Mohty M.","Bone Marrow Transplant. 2026 Feb;61(2):206-210. doi: 10.1038/s41409-025-02766-0. Epub 2025 Dec 3.","Vydra J","Bone Marrow Transplant","2026","2025/12/03","PMC12909101","","10.1038/s41409-025-02766-0"
"33111490","Augmented immunosuppression and PTCY-based haploidentical hematopoietic stem cell transplantation for thalassemia major","Vellaichamy Swaminathan V, Ravichandran N, Ramanan KM, Meena SK, Varla H, Ramakrishnan B, Jayakumar I, Uppuluri R, Raj R.","Pediatr Transplant. 2021 Mar;25(2):e13893. doi: 10.1111/petr.13893. Epub 2020 Oct 27.","Vellaichamy Swaminathan V","Pediatr Transplant","2021","2020/10/28","","","10.1111/petr.13893"
"40469057","Efficacy and Safety of Combining r-ATG With PTCy for GvHD Prophylaxis in Haploidentical HSC Transplantation for Malignancies-A Systematic Review","John JM, Kulkarni U, Pendharkar D, Jadhav S.","J Cell Mol Med. 2025 Jun;29(11):e70450. doi: 10.1111/jcmm.70450.","John JM","J Cell Mol Med","2025","2025/06/05","PMC12138436","","10.1111/jcmm.70450"
"37140099","Post-transplant cyclophosphamide as sole GHVD prophylaxis after matched reduced-intensity conditioning allotransplant","Bourgeois AL, Jullien M, Garnier A, Peterlin P, Béné MC, Guillaume T, Chevallier P.","Clin Transl Med. 2023 Apr;13(4):e1242. doi: 10.1002/ctm2.1242.","Bourgeois AL","Clin Transl Med","2023","2023/05/04","PMC10131294","","10.1002/ctm2.1242"
"40820728","Selection of unrelated donors for allogeneic transplantation using post-transplant cyclophosphamide in acute lymphoblastic leukemia: an analysis by the Acute Leukemia Working Party of the European Society for Blood and Marrow Transplantation","Sanz J, Ferhat AT, Kulagin A, Kröger N, Rovira M, Lazzari L, Arat M, Montoro J, Versluis J, Reményi P, Sica S, Blaise D, Saif MA, Vydra J, Fagioli F, Nur E, Giebel S, Peric Z, Brissot E, Nagler A, Piemontese S, Mohty M, Ciceri F.","Haematologica. 2026 Mar 1;111(3):981-989. doi: 10.3324/haematol.2025.287750. Epub 2025 Jul 31.","Sanz J","Haematologica","2026","2025/08/18","PMC12951136","","10.3324/haematol.2025.287750"
"39569714","Posttransplant cyclophosphamide: a universal graft versus host disease prophylaxis","Bacigalupo A.","Curr Opin Hematol. 2025 Mar 1;32(2):104-108. doi: 10.1097/MOH.0000000000000840. Epub 2024 Nov 21.","Bacigalupo A","Curr Opin Hematol","2025","2024/11/21","","","10.1097/MOH.0000000000000840"
"26039204","HLA-haploidentical blood or marrow transplantation with high-dose, post-transplantation cyclophosphamide","Fuchs EJ.","Bone Marrow Transplant. 2015 Jun;50 Suppl 2(0 2):S31-6. doi: 10.1038/bmt.2015.92.","Fuchs EJ","Bone Marrow Transplant","2015","2015/06/04","PMC4634886","NIHMS734345","10.1038/bmt.2015.92"
"27000732","Haploidentical bone marrow and stem cell transplantation: experience with post-transplantation cyclophosphamide","Robinson TM, O'Donnell PV, Fuchs EJ, Luznik L.","Semin Hematol. 2016 Apr;53(2):90-7. doi: 10.1053/j.seminhematol.2016.01.005. Epub 2016 Jan 15.","Robinson TM","Semin Hematol","2016","2016/03/23","PMC4806368","NIHMS752194","10.1053/j.seminhematol.2016.01.005"
"28417421","A review of infectious complications after haploidentical hematopoietic stem cell transplantations","Atilla E, Atilla PA, Bozdağ SC, Demirer T.","Infection. 2017 Aug;45(4):403-411. doi: 10.1007/s15010-017-1016-1. Epub 2017 Apr 17.","Atilla E","Infection","2017","2017/04/19","","","10.1007/s15010-017-1016-1"
"35930118","Systematic overview of HLA-matched allogeneic hematopoietic cell transplantation with post-transplantation cyclophosphamide","Nakamae H.","Int J Hematol. 2022 Oct;116(4):465-481. doi: 10.1007/s12185-022-03428-3. Epub 2022 Aug 5.","Nakamae H","Int J Hematol","2022","2022/08/05","","","10.1007/s12185-022-03428-3"
"33420575","Post-transplant cyclophosphamide versus antithymocyte globulin in allogeneic hematopoietic cell transplantation: a meta-analysis","Gao F, Zhang J, Hu J, Lin L, Xu Y.","Ann Hematol. 2021 Feb;100(2):529-540. doi: 10.1007/s00277-021-04399-x. Epub 2021 Jan 8.","Gao F","Ann Hematol","2021","2021/01/09","","","10.1007/s00277-021-04399-x"
"41770801","Post-transplant cyclophosphamide as graft-versus-host disease prophylaxis for matched related donor hematopoietic stem cell transplantation in acute leukemia: a systematic review and meta-analysis","Shahsavand A, Forghani S, Samiee R, Kharaghani MA, Janbabai G, Salehi Z, Rostami T.","Hematology. 2026 Dec;31(1):2631227. doi: 10.1080/16078454.2026.2631227. Epub 2026 Mar 2.","Shahsavand A","Hematology","2026","2026/03/02","","","10.1080/16078454.2026.2631227"
"40650544","Superior GVHD-Free, Relapse-Free Survival for Haploidentical Transplant With PTCy Than Matched Unrelated Donor for AML Patients Transplanted in Second Complete Remission: A Study From the Acute Leukemia Working Party of the European Society for Blood and Marrow Transplantation","Ye Y, Labopin M, Yakoub-Agha I, Socié G, Blaise D, Gedde-Dahl T, Blau IW, Raiola AM, Byrne J, Daguindau E, Labussière-Wallet H, Huynh A, Bazarbachi A, Nagler A, Brissot E, Li L, Luo Y, Shi J, Mohty M, Huang H, Ciceri F.","Am J Hematol. 2025 Oct;100(10):1760-1771. doi: 10.1002/ajh.70008. Epub 2025 Jul 12.","Ye Y","Am J Hematol","2025","2025/07/12","","","10.1002/ajh.70008"
"36414698","EASIX predicts non-relapse mortality after haploidentical transplantation with post-transplant cyclophosphamide","Mariotti J, Magri F, Giordano L, De Philippis C, Sarina B, Mannina D, Taurino D, Santoro A, Bramanti S.","Bone Marrow Transplant. 2023 Mar;58(3):247-256. doi: 10.1038/s41409-022-01874-5. Epub 2022 Nov 21.","Mariotti J","Bone Marrow Transplant","2023","2022/11/22","","","10.1038/s41409-022-01874-5"
"36084368","Universal posttransplant cyclophosphamide after allogeneic transplant, a retrospective single institution study","Cooper DL, Manago J, Patel V, Schaar D, Tyno A, Lin Y, Strair R.","Leuk Res. 2022 Nov;122:106934. doi: 10.1016/j.leukres.2022.106934. Epub 2022 Sep 5.","Cooper DL","Leuk Res","2022","2022/09/09","","","10.1016/j.leukres.2022.106934"
"20494932","Fludarabine, cyclophosphamide, antithymocyte globulin, with or without low dose total body irradiation, for alternative donor transplants, in acquired severe aplastic anemia: a retrospective study from the EBMT-SAA Working Party","Bacigalupo A, Socie' G, Lanino E, Prete A, Locatelli F, Locasciulli A, Cesaro S, Shimoni A, Marsh J, Brune M, Van Lint MT, Oneto R, Passweg J; Severe Aplastic Anemia Working Party of the European Group for Blood and Marrow Transplantation.","Haematologica. 2010 Jun;95(6):976-82. doi: 10.3324/haematol.2009.018267. Epub 2010 May 21.","Bacigalupo A","Haematologica","2010","2010/05/25","PMC2878797","","10.3324/haematol.2009.018267"
