study_id,comparison,category,subtype,timepoint_used,ptcy_arm_id,comp_arm_id,ptcy_n,comp_n,ptcy_e,comp_e,ptcy_ci_pct,comp_ci_pct,ptcy_steroid_pct,comp_steroid_pct
133,1,NRM,NRM_overall,D+365_1yr,151,152,30.0,47.0,4.0,21.0,13.0,45.0,14.0,26.0
168,1,NRM,NRM_overall,D+365_1yr,177,178,237.0,911.0,47.0,137.0,20.0,15.0,33.0,31.0
180,1,NRM,NRM_overall,D+365_1yr,188,189,29.0,87.0,2.0,18.0,6.9,21.0,17.2,34.5
187,1,NRM,NRM_overall,D+365_1yr,197,198,330.0,1669.0,60.0,427.0,18.1,25.6,,
196,1,NRM,NRM_overall,D+365_1yr,201,202,184.0,488.0,20.0,98.0,11.0,13.0,27.0,40.0
226,1,NRM,NRM_overall,D+365_1yr,229,230,109.0,114.0,13.0,8.0,12.0,7.0,37.6,29.8
232,1,NRM,NRM_overall,D+365_1yr,231,232,487.0,974.0,117.0,234.0,24.0,24.0,32.0,33.0
245,1,NRM,NRM_overall,D+365_1yr,248,249,187.0,232.0,28.0,52.0,15.1,22.5,16.3,21.5
260,1,NRM,NRM_overall,D+365_1yr,269,270,46.0,191.0,1.0,20.0,2.2,10.5,13.0,28.4
271,1,NRM,NRM_overall,D+365_1yr,285,284,176.0,276.0,31.0,48.0,,,50.0,51.0
289,1,NRM,NRM_overall,D+365_1yr,311,312,136.0,465.0,16.0,72.0,11.8,15.4,19.9,32.5
301,1,NRM,NRM_overall,D+365_1yr,328,329,64.0,205.0,10.0,23.0,16.0,11.0,45.0,59.0
305,1,NRM,NRM_overall,D+365_1yr,334,335,64.0,121.0,22.0,27.0,34.0,22.0,41.0,26.0
320,1,NRM,NRM_overall,D+365_1yr,346,347,28.0,59.0,1.0,11.0,3.5,19.0,14.0,37.0
321,1,NRM,NRM_overall,D+365_1yr,348,349,81.0,58.0,6.0,10.0,7.8,17.6,27.2,69.0
335,1,NRM,NRM_overall,D+365_1yr,366,367,88.0,73.0,12.0,9.0,13.8,12.3,18.2,26.0
336,1,NRM,NRM_overall,D+365_1yr,368,369,66.0,338.0,16.0,44.0,24.0,13.0,32.0,25.0
337,1,NRM,NRM_overall,D+365_1yr,371,370,127.0,84.0,22.0,21.0,17.3,25.3,23.3,35.7
338,1,NRM,NRM_overall,D+365_1yr,373,374,95.0,177.0,8.0,26.0,8.6,14.5,,
343,1,NRM,NRM_overall,D+365_1yr,380,381,208.0,90.0,,,,,30.6,
344,1,NRM,NRM_overall,D+365_1yr,382,383,225.0,450.0,85.0,127.0,37.7,28.2,30.5,33.1
357,1,NRM,NRM_overall,D+365_1yr,394,395,89.0,90.0,14.0,14.0,16.5,16.8,,
374,1,NRM,NRM_overall,D+365_1yr,412,413,59.0,226.0,8.0,66.0,13.7,29.4,,
375,1,NRM,NRM_overall,D+365_1yr,414,415,27.0,28.0,7.0,12.0,22.0,39.0,29.6,39.3
380,1,NRM,NRM_overall,D+365_1yr,419,420,72.0,73.0,7.0,5.0,10.0,7.0,40.0,42.0
389,1,NRM,NRM_overall,D+365_1yr,429,430,52.0,29.0,40.0,22.0,77.0,75.0,30.8,37.9
399,1,NRM,NRM_overall,D+365_1yr,446,447,241.0,848.0,46.0,178.0,19.0,21.0,25.0,36.0
419,1,NRM,NRM_overall,D+365_1yr,464,465,125.0,344.0,12.0,65.0,10.0,19.0,16.0,37.0
421,1,NRM,NRM_overall,D+365_1yr,466,467,68.0,271.0,12.0,76.0,18.0,28.0,,
432,1,NRM,NRM_overall,D+365_1yr,482,483,25.0,15.0,0.0,2.0,0.0,13.3,12.5,35.7
207,1,NRM,NRM_overall,D+100,212,213,21.0,21.0,4.0,3.0,,,33.3,66.7
88,1,NRM,NRM_overall,end_of_followup,104,105,40.0,40.0,7.0,6.0,19.3,17.0,15.0,39.8
167,1,NRM,NRM_overall,end_of_followup,174,175,16.0,16.0,5.0,5.0,31.0,31.0,13.0,50.0
198,1,NRM,NRM_overall,end_of_followup,206,207,15.0,25.0,0.0,4.0,,,13.3,28.0
201,1,NRM,NRM_overall,end_of_followup,208,209,59.0,68.0,16.0,22.0,,,39.0,47.1
216,1,NRM,NRM_overall,end_of_followup,220,221,55.0,75.0,1.0,10.0,1.96,13.33,18.4,19.32
300,1,NRM,NRM_overall,end_of_followup,327,325,134.0,1094.0,,,,,,
396,1,NRM,NRM_overall,end_of_followup,441,440,122.0,230.0,32.0,18.0,26.2,7.8,28.7,28.6
