study_id,comparison,category,subtype,timepoint_used,ptcy_arm_id,comp_arm_id,ptcy_n,comp_n,ptcy_e,comp_e,ptcy_ci_pct,comp_ci_pct,ptcy_steroid_pct,comp_steroid_pct
207,1,overall_mortality,OS_event,D+365_1yr,212,213,21.0,21.0,9.0,6.0,43.0,29.0,33.3,66.7
226,1,overall_mortality,OS_event,D+365_1yr,229,230,114.0,118.0,18.0,19.0,15.4,15.8,37.6,29.8
245,1,overall_mortality,OS_event,D+365_1yr,248,249,187.0,232.0,33.0,66.0,17.8,28.5,16.3,21.5
260,1,overall_mortality,OS_event,D+365_1yr,269,270,46.0,191.0,5.0,66.0,6.7,17.9,13.0,28.4
271,1,overall_mortality,OS_event,D+365_1yr,285,284,176.0,276.0,45.0,75.0,26.0,27.0,50.0,51.0
289,1,overall_mortality,OS_event,D+365_1yr,311,312,136.0,465.0,44.0,153.0,32.4,32.9,19.9,32.5
300,1,overall_mortality,OS_event,D+365_1yr,326,325,113.0,1094.0,,,,,,
305,1,overall_mortality,OS_event,D+365_1yr,334,335,64.0,121.0,29.0,46.0,45.0,38.0,41.0,26.0
320,1,overall_mortality,OS_event,D+365_1yr,346,347,28.0,59.0,4.0,17.0,15.0,24.0,14.0,37.0
335,1,overall_mortality,OS_event,D+365_1yr,366,367,88.0,73.0,21.0,24.0,24.3,33.1,18.2,26.0
336,1,overall_mortality,OS_event,D+365_1yr,368,369,66.0,338.0,20.0,91.0,30.0,27.0,32.0,25.0
337,1,overall_mortality,OS_event,D+365_1yr,371,370,127.0,84.0,22.0,25.0,17.3,30.2,23.3,35.7
338,1,overall_mortality,OS_event,D+365_1yr,373,374,95.0,177.0,15.0,60.0,16.2,33.9,,
357,1,overall_mortality,OS_event,D+365_1yr,394,395,89.0,90.0,17.0,19.0,20.9,22.7,,
375,1,overall_mortality,OS_event,D+365_1yr,414,415,27.0,28.0,11.0,17.0,41.0,61.0,29.6,39.3
380,1,overall_mortality,OS_event,D+365_1yr,419,420,72.0,73.0,10.0,10.0,14.0,14.0,40.0,42.0
382,1,overall_mortality,OS_event,D+365_1yr,421,422,191.0,558.0,,,,,,
389,1,overall_mortality,OS_event,D+365_1yr,429,430,52.0,29.0,18.0,8.0,34.5,28.5,30.8,37.9
421,1,overall_mortality,OS_event,D+365_1yr,466,467,68.0,271.0,22.0,138.0,32.0,51.0,,
432,1,overall_mortality,OS_event,D+365_1yr,482,483,25.0,15.0,2.0,3.0,8.0,20.0,12.5,35.7
5,1,overall_mortality,OS_event,D+730_2yr,6,8,75.0,89.0,29.0,27.0,38.1,30.6,,
7,1,overall_mortality,OS_event,D+730_2yr,14,15,86.0,125.0,27.0,75.0,31.0,60.0,,
8,1,overall_mortality,OS_event,D+730_2yr,17,18,403.0,1605.0,179.0,753.0,,,,
9,1,overall_mortality,OS_event,D+730_2yr,19,20,200.0,130.0,63.0,46.0,31.6,35.6,,
52,1,overall_mortality,OS_event,D+730_2yr,58,59,270.0,209.0,79.0,91.0,30.0,40.0,29.2,44.4
55,1,overall_mortality,OS_event,D+730_2yr,60,61,33.0,37.0,11.0,14.0,33.0,38.0,39.0,27.0
57,1,overall_mortality,OS_event,D+730_2yr,63,64,389.0,1654.0,292.0,1125.0,75.0,68.0,28.0,27.0
65,1,overall_mortality,OS_event,D+730_2yr,75,74,40.0,39.0,10.0,20.0,36.0,58.0,7.0,39.0
71,1,overall_mortality,OS_event,D+730_2yr,80,81,31.0,47.0,9.0,10.0,30.0,22.0,23.0,21.0
77,1,overall_mortality,OS_event,D+730_2yr,90,91,199.0,1111.0,141.0,725.0,70.7,65.3,28.2,30.6
88,1,overall_mortality,OS_event,D+730_2yr,104,105,40.0,40.0,14.0,17.0,35.9,44.8,15.0,39.8
110,1,overall_mortality,OS_event,D+730_2yr,126,127,53.0,22.0,22.0,14.0,41.0,63.6,22.3,54.5
111,1,overall_mortality,OS_event,D+730_2yr,130,128,78.0,210.0,30.0,91.0,38.6,43.4,16.0,40.6
112,1,overall_mortality,OS_event,D+730_2yr,132,133,306.0,686.0,80.0,185.0,26.1,27.0,28.1,39.9
118,1,overall_mortality,OS_event,D+730_2yr,135,136,280.0,902.0,84.0,441.0,37.2,53.2,31.6,36.0
119,1,overall_mortality,OS_event,D+730_2yr,137,138,34.0,34.0,15.0,12.0,48.0,34.0,13.0,50.0
140,1,overall_mortality,OS_event,D+730_2yr,159,160,182.0,186.0,78.0,100.0,43.0,54.0,28.0,35.0
144,1,overall_mortality,OS_event,D+730_2yr,165,166,117.0,39.0,14.0,4.0,12.5,10.3,21.4,23.1
166,1,overall_mortality,OS_event,D+730_2yr,172,173,30.0,31.0,5.0,7.0,16.7,22.6,16.7,25.8
170,1,overall_mortality,OS_event,D+730_2yr,181,182,1142.0,3185.0,500.0,1487.0,43.8,46.7,26.4,37.3
183,1,overall_mortality,OS_event,D+730_2yr,191,190,103.0,94.0,57.0,41.0,55.0,44.0,33.0,35.0
184,1,overall_mortality,OS_event,D+730_2yr,193,194,87.0,40.0,17.0,9.0,,,9.2,12.3
209,1,overall_mortality,OS_event,D+730_2yr,216,217,57.0,50.0,13.0,22.0,22.0,44.0,22.6,52.2
216,1,overall_mortality,OS_event,D+730_2yr,220,221,55.0,75.0,2.0,10.0,4.09,13.33,18.4,19.32
217,1,overall_mortality,OS_event,D+730_2yr,222,223,119.0,35.0,60.0,26.0,50.8,74.3,26.6,
221,1,overall_mortality,OS_event,D+730_2yr,226,227,313.0,196.0,175.0,118.0,56.0,60.0,31.0,34.0
232,1,overall_mortality,OS_event,D+730_2yr,231,232,487.0,974.0,278.0,506.0,57.0,52.0,32.0,33.0
238,1,overall_mortality,OS_event,D+730_2yr,235,236,107.0,463.0,36.0,176.0,34.0,38.0,20.0,20.0
242,1,overall_mortality,OS_event,D+730_2yr,239,240,41.0,72.0,20.0,43.0,48.0,60.0,37.0,36.0
244,1,overall_mortality,OS_event,D+730_2yr,247,246,140.0,272.0,49.0,106.0,35.0,39.0,44.0,37.0
248,1,overall_mortality,OS_event,D+730_2yr,254,255,67.0,30.0,19.0,15.0,29.0,50.0,24.0,30.0
258,1,overall_mortality,OS_event,D+730_2yr,267,268,78.0,105.0,30.0,62.0,38.0,59.0,8.0,27.0
261,1,overall_mortality,OS_event,D+730_2yr,271,272,91.0,38.0,17.0,17.0,17.0,43.0,19.0,11.0
262,1,overall_mortality,OS_event,D+730_2yr,274,273,176.0,270.0,26.0,76.0,15.0,28.0,26.0,31.0
263,1,overall_mortality,OS_event,D+730_2yr,275,276,489.0,211.0,207.0,82.0,45.2,41.0,24.4,31.4
273,1,overall_mortality,OS_event,D+730_2yr,289,288,451.0,2675.0,201.0,1316.0,44.5,49.2,23.1,41.9
276,1,overall_mortality,OS_event,D+730_2yr,294,295,413.0,1891.0,170.0,616.0,41.2,32.6,36.3,28.9
280,1,overall_mortality,OS_event,D+730_2yr,301,302,707.0,6342.0,210.0,2163.0,29.7,34.1,23.9,25.2
281,1,overall_mortality,OS_event,D+730_2yr,303,304,402.0,5648.0,97.0,1619.0,29.2,32.6,21.2,20.4
287,1,overall_mortality,OS_event,D+730_2yr,309,310,118.0,1202.0,29.0,351.0,32.3,27.0,25.2,22.9
296,1,overall_mortality,OS_event,D+730_2yr,319,320,169.0,688.0,88.0,401.0,56.0,61.0,29.6,36.1
302,1,overall_mortality,OS_event,D+730_2yr,330,331,81.0,128.0,22.0,47.0,27.0,37.0,19.0,45.0
304,1,overall_mortality,OS_event,D+730_2yr,332,333,62.0,71.0,27.0,45.0,43.0,63.0,11.0,28.0
308,1,overall_mortality,OS_event,D+730_2yr,338,339,1069.0,4140.0,337.0,1457.0,31.5,35.2,21.4,19.5
318,1,overall_mortality,OS_event,D+730_2yr,344,345,415.0,1414.0,208.0,594.0,50.0,42.0,24.0,21.0
323,1,overall_mortality,OS_event,D+730_2yr,351,352,47.0,69.0,32.0,49.0,68.2,70.8,34.4,26.8
325,1,overall_mortality,OS_event,D+730_2yr,355,356,544.0,165.0,178.0,64.0,35.8,40.6,34.9,44.4
326,1,overall_mortality,OS_event,D+730_2yr,357,358,95.0,253.0,27.0,55.0,28.5,21.6,36.7,28.7
332,1,overall_mortality,OS_event,D+730_2yr,362,363,73.0,17.0,34.0,13.0,46.0,75.0,,
344,1,overall_mortality,OS_event,D+730_2yr,382,383,225.0,450.0,138.0,261.0,61.3,58.0,30.5,33.1
352,1,overall_mortality,OS_event,D+730_2yr,389,390,116.0,338.0,,,,,,
359,1,overall_mortality,OS_event,D+730_2yr,398,399,75.0,75.0,34.0,25.0,45.6,32.8,10.7,14.7
368,1,overall_mortality,OS_event,D+730_2yr,408,409,136.0,408.0,,,,,29.0,41.0
374,1,overall_mortality,OS_event,D+730_2yr,412,413,59.0,226.0,18.0,122.0,30.8,54.2,,
390,1,overall_mortality,OS_event,D+730_2yr,431,432,114.0,125.0,16.0,27.0,17.0,23.0,26.0,36.0
395,1,overall_mortality,OS_event,D+730_2yr,438,439,157.0,140.0,19.0,23.0,12.6,16.4,16.6,31.6
399,1,overall_mortality,OS_event,D+730_2yr,446,447,241.0,848.0,69.0,265.0,31.0,32.0,25.0,36.0
401,1,overall_mortality,OS_event,D+730_2yr,448,449,157.0,140.0,19.0,23.0,12.6,16.4,16.6,31.6
407,1,overall_mortality,OS_event,D+730_2yr,450,451,121.0,91.0,61.0,42.0,51.9,51.2,35.6,47.3
410,1,overall_mortality,OS_event,D+730_2yr,456,457,110.0,160.0,32.0,89.0,29.1,55.6,18.2,40.4
419,1,overall_mortality,OS_event,D+730_2yr,464,465,125.0,344.0,25.0,124.0,20.0,36.0,16.0,37.0
424,1,overall_mortality,OS_event,D+730_2yr,471,472,36.0,71.0,15.0,26.0,40.8,36.1,16.7,26.8
442,1,overall_mortality,OS_event,D+730_2yr,494,495,39.0,17.0,22.0,4.0,57.0,26.0,62.0,47.0
457,1,overall_mortality,OS_event,D+730_2yr,513,514,71.0,48.0,4.0,18.0,6.0,36.7,,
45,1,overall_mortality,OS_event,end_of_followup,46,47,54.0,59.0,32.0,37.0,,,63.0,53.0
104,1,overall_mortality,OS_event,end_of_followup,118,119,49.0,41.0,11.0,20.0,,,,
167,1,overall_mortality,OS_event,end_of_followup,174,175,16.0,16.0,9.0,9.0,56.0,56.0,13.0,50.0
396,1,overall_mortality,OS_event,end_of_followup,441,440,122.0,230.0,41.0,37.0,34.8,15.9,28.7,28.6
