study_id,comparison,category,subtype,timepoint_used,tp_early,ptcy_arm_id,comp_arm_id,ptcy_n,comp_n,ptcy_e,comp_e,ptcy_steroid_pct,comp_steroid_pct
167,2,other_infection,BK_hemorrhagic_cystitis,D+100,0,174,176,16,16,6,2,13,44
366,2,other_infection,BK_hemorrhagic_cystitis,D+100,0,407,406,73,74,21,12,46,33
75,2,other_infection,BK_hemorrhagic_cystitis,D+365_1yr,1,87,88,41,93,15,17,65.9,52.8
