study_id,comparison,category,subtype,timepoint_used,tp_early,ptcy_arm_id,comp_arm_id,ptcy_n,comp_n,ptcy_e,comp_e,ptcy_steroid_pct,comp_steroid_pct
44,3,aGVHD,grade_II_IV,D+100,0,44,45,99,130,13,55,14,47
272,3,aGVHD,grade_II_IV,D+100,0,286,287,1690,279,590,71,33,24
397,3,aGVHD,grade_II_IV,D+100,0,444,445,44,22,8,4,18.2,18.2
425,3,aGVHD,grade_II_IV,D+100,0,474,473,23,5,0,1,0,NA
418,3,aGVHD,grade_II_IV,D+180,1,462,463,33,25,6,4,18,17
437,3,aGVHD,grade_II_IV,D+180,1,490,489,17,16,0,3,11.8,31.3
460,3,aGVHD,grade_II_IV,D+180,1,516,517,31,36,5,14,17,40.2
