study_id,comparison,category,subtype,timepoint_used,tp_early,ptcy_arm_id,comp_arm_id,ptcy_n,comp_n,ptcy_e,comp_e,ptcy_steroid_pct,comp_steroid_pct
66,2,NRM,NRM_overall,D+100,1,76,77,28,28,3,7,25,50
348,2,NRM,NRM_overall,end_of_followup,1,387,388,45,45,8,9,NA,NA
353,2,NRM,NRM_overall,end_of_followup,1,392,393,24,16,4,4,NA,NA
