arm_id,study_id,arm_label_in_paper,arm_role,comparison_1_eligible,comparison_2_eligible,comparison_3_eligible,n_patients,pct_male,age_median_years,age_iqr_low,age_iqr_high,age_range_min,age_range_max,age_mean_years,age_sd_years,disease_aml_pct,disease_all_pct,disease_mds_pct,disease_mpn_pct,disease_cml_pct,disease_lymphoma_pct,disease_mm_pct,disease_cll_pct,disease_saa_pct,disease_other_pct,disease_risk_high_pct,disease_risk_intermediate_pct,disease_risk_low_pct,disease_risk_classifier_used,donor_msd_pct,donor_mud_pct,donor_mmud_pct,donor_haplo_pct,donor_ucb_pct,donor_predominant,graft_pbsc_pct,graft_bm_pct,graft_ucb_pct,graft_predominant,conditioning_mac_pct,conditioning_ric_pct,conditioning_nma_pct,conditioning_classification_scheme,conditioning_predominant,tbi_used_pct,hla_10_10_pct,hla_9_10_pct,hla_8_10_or_lower_pct,hla_haplo_pct,cmv_recipient_pos_pct,cmv_donor_pos_pct,cmv_DposRpos_pct,cmv_DposRneg_pct,cmv_DnegRpos_pct,cmv_DnegRneg_pct,cmv_serostatus_reporting,ptcy_used,ptcy_dose_mg_kg_per_dose,ptcy_n_doses,ptcy_days_post_transplant,ptcy_total_dose_mg_kg,ptcy_dose_category,cni_used,cni_agent,cni_target_trough_ng_ml_range,mmf_used,mmf_total_daily_dose_mg,mtx_used,mtx_schedule,mtx_total_dose_mg_m2,sirolimus_used,abatacept_used,other_immunosuppressant_used,other_immunosuppressant_description,atg_used,atg_agent,atg_total_dose_mg_kg,atg_dose_category,atg_timing,letermovir_use,letermovir_era_proxy,antifungal_prophylaxis_agent,antifungal_mold_active,antifungal_duration_target,antibacterial_prophylaxis_agent,pjp_prophylaxis_agent,cmv_monitoring_method,cmv_monitoring_frequency_per_week,cmv_preemptive_threshold,systemic_steroid_for_gvhd_exposure_pct,steroid_exposure_duration_days_median,second_line_gvhd_therapy_exposure_pct
109,89,Other GVHD prophylaxis (no PTCy),comparator_arm,Y,N,N,83,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,DRI,NR,NR,NR,NR,NR,mixed,NR,NR,NR,PBSC,NR,NR,NR,investigator_defined,mixed,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,N,NA,NA,NA,NA,NR,mixed_spans_era,micafungin,N,engraftment then posaconazole to 3mo post-engraftment,fluoroquinolone,TMP_SMX,NR,NR,NR,NR,NR,NR
110,94,PTCY,PTCy_arm,N,N,N,209,58.4,57.1,46.5,63.9,NR,NR,NR,NR,19.4,0,80.59999999999999,0,0,0,0,0,0,0,57.3,26.5,16.2,investigator_defined,0,53.6,46.4,0,0,MUD,94.3,5.7,0,PBSC,55.8,44.2,0,EBMT,MAC,NR,53.6,37.8,8.6,0,77.7,NR,NR,NR,NR,NR,R_only,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,N,NA,NA,NR,N,NR,NR,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,23,NR,NR
111,94,ATG,comparator_arm,N,N,N,751,64,60.1,50.6,65.2,NR,NR,NR,NR,22.6,0,77.40000000000001,0,0,0,0,0,0,0,47.4,27.7,24.9,investigator_defined,0,74.59999999999999,25.4,0,0,MUD,93.7,6.3,0,PBSC,38.9,61.1,0,EBMT,RIC,NR,74.59999999999999,21.6,3.9,0,69.2,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,NR,NR,Y,NR,Y,NR,NR,NR,N,NR,NR,Y,mixed,NR,mixed,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,30,NR,NR
112,97,"Allo-HSCT-r receiving PT-Cy (first transplant, PT-Cy-based GVHD prophylaxis subset)",PTCy_arm,N,N,N,473,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,mixed,NR,NR,0,PBSC,NR,NR,0,investigator_defined,mixed,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"D+3,D+4",100,standard_50x2,N,NA,NA,Y,NR,N,NA,NA,Y,N,N,NA,N,NA,NA,NA,NA,select_high_risk,mixed_spans_era,mixed,Y,until 90 days,fluoroquinolone,TMP_SMX,NR,NR,NR,NR,NR,NR
113,99,PTCy,PTCy_arm,N,Y,N,112,NR,60,NR,NR,NR,NR,NR,NR,0,0,0,100,0,0,0,0,0,0,NR,NR,NR,NR,38,62,0,0,0,MUD,NR,NR,NR,NR,47,53,0,investigator_defined,mixed,NR,NR,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,cyclosporine,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,27,NR,NR
114,99,ATG,comparator_arm,N,Y,N,427,NR,58,NR,NR,NR,NR,NR,NR,0,0,0,100,0,0,0,0,0,0,NR,NR,NR,NR,28,72,0,0,0,MUD,NR,NR,NR,NR,21,79,0,investigator_defined,RIC,NR,NR,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,Y,mixed,NR,mixed,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,30,NR,NR
115,100,MSD,comparator_arm,N,N,Y,160,58,54,NR,NR,18,70,NR,NR,53,13,NR,NR,NR,19,NR,NR,NR,14,28,57,15,DRI,100,0,0,0,0,MSD,99,1,0,PBSC,34,66,0,investigator_defined,RIC,NR,NR,NR,NR,0,83,72,63,9,20,8,DR_combinations,Y,NR,NR,NR,NR,NR,N,NA,NA,Y,NR,N,NA,NA,Y,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,PCR_qPCR,1-2,<400 copies/mL (or <150 IU/mL after 2023 WHO standard) as negative cutoff; positive qRT-PCR triggered preemptive antiviral therapy,19,NR,NR
116,100,MUD,PTCy_arm,N,N,Y,124,57,52,NR,NR,18,71,NR,NR,47,15,NR,NR,NR,15,NR,NR,NR,23,44,46,10,DRI,0,100,0,0,0,MUD,95,5,0,PBSC,49,51,0,investigator_defined,mixed,NR,NR,NR,NR,0,78,54,44,10,34,12,DR_combinations,Y,NR,NR,NR,NR,NR,N,NA,NA,Y,NR,N,NA,NA,Y,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,PCR_qPCR,1-2,<400 copies/mL (or <150 IU/mL after 2023 WHO standard) as negative cutoff; positive qRT-PCR triggered preemptive antiviral therapy,9.800000000000001,NR,NR
117,100,Haplo,PTCy_arm,N,N,Y,82,63,57,NR,NR,21,69,NR,NR,49,12,NR,NR,NR,24,NR,NR,NR,15,31,35,24,DRI,0,0,0,100,0,haplo,79,21,0,PBSC,32,68,0,investigator_defined,RIC,NR,0,0,0,100,81,62,55,7,26,12,DR_combinations,Y,NR,NR,NR,NR,NR,N,NA,NA,Y,NR,N,NA,NA,Y,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,PCR_qPCR,1-2,<400 copies/mL (or <150 IU/mL after 2023 WHO standard) as negative cutoff; positive qRT-PCR triggered preemptive antiviral therapy,28,NR,NR
118,104,"PTCy, tacrolimus, MMF (Apr 2016-Apr 2018)",PTCy_arm,Y,N,N,49,53.1,54,NR,NR,23,71,NR,NR,59.2,16.3,10.2,NR,2,10.2,2,NR,NR,NR,16.3,81.59999999999999,2,DRI,26.5,67.3,6.1,0,0,MUD,NR,NR,0,PBSC,56.7,43.3,NR,investigator_defined,MAC,NR,NR,6.1,NR,0,59.2,NR,NR,NR,NR,NR,R_only,Y,NR,2,"+3,+4",NR,NR,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
119,104,Standard GVHD prophylaxis: tacrolimus + MTX +/- ATG (Jan 2014-Apr 2016),comparator_arm,Y,N,N,41,39,55,NR,NR,25,73,NR,NR,46.3,26.3,14.6,NR,2.5,9.699999999999999,0,NR,NR,NR,0,95.09999999999999,4.9,DRI,29.3,46.3,24.4,0,0,MUD,90.2,9.800000000000001,0,PBSC,78,22,NR,investigator_defined,MAC,NR,NR,24.4,NR,0,46.3,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,tacrolimus,NR,mixed,NR,Y,"Low-dose 5 mg/m2 days +1,+3,+6,+11 (28/41 missed >=1 dose; 23 of those had MMF substituted for >=1 month)",20,N,N,Y,Alemtuzumab in 1 patient,mixed,NR,NR,NR,pre_transplant,NR,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
120,105,Experimental prophylaxis (PTCy + cyclosporin),PTCy_arm,Y,N,N,66,56,55.3,NR,NR,21,71,51.4,14.1,58,30,12,0,0,0,0,0,0,0,27,59,9,DRI,100,0,0,0,0,MSD,100,0,0,PBSC,45,55,0,investigator_defined,RIC,NR,NA,NA,NA,0,65,NR,NR,NR,NR,NR,R_only,Y,50,2,"D+3, D+4",100,standard_50x2,Y,cyclosporine,NR,N,NA,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,post_2018,NR,NR,NR,NR,NR,NR,1,NR,NR,NR,NR
121,105,Standard prophylaxis (cyclosporin + methotrexate),comparator_arm,Y,N,N,68,54,56.2,NR,NR,22,70,52.9,12.3,65,15,21,0,0,0,0,0,0,0,29,59,10,DRI,100,0,0,0,0,MSD,100,0,0,PBSC,43,57,0,investigator_defined,RIC,NR,NA,NA,NA,0,68,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,Y,"15 mg/m2 IV D+1; 10 mg/m2 IV D+3, +6, +11",45,N,N,N,NA,N,NA,NA,NA,NA,none,post_2018,NR,NR,NR,NR,NR,NR,1,NR,NR,NR,NR
122,107,PT-Cy,PTCy_arm,N,Y,N,30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,100,0,0,0,MUD,100,0,0,PBSC,13,17,70,investigator_defined,NMA,70,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"3,4",100,standard_50x2,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,23,NR,NR
123,107,ATG,comparator_arm,N,Y,N,64,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,100,0,0,0,MUD,100,0,0,PBSC,0,100,0,investigator_defined,RIC,0,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,5,standard_4.5_to_10_rabbit,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,45,NR,NR
124,109,PMH ATG-PTCy-CNI cohort (entire),PTCy_arm,N,Y,N,341,57,58,46,66,NR,NR,NR,NR,85,15,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,100,0,0,0,MUD,100,0,0,PBSC,31,69,0,investigator_defined,RIC,74,NR,NR,NR,0,NR,NR,36,7,40,17,DR_combinations,Y,50,2,"D+3, D+4",100,standard_50x2,Y,cyclosporine,NR,N,NA,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,2.5,low_le_4.5_rabbit,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
125,109,CIBMTR CNI-MTX/MMF cohort (entire),comparator_arm,N,Y,N,520,54,59,46,66,NR,NR,NR,NR,79,21,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,100,0,0,0,MUD,100,0,0,PBSC,48,52,0,investigator_defined,mixed,17,NR,NR,NR,0,NR,NR,32,12,34,22,DR_combinations,N,NA,NA,NA,NA,NA,Y,mixed,NR,mixed,NR,mixed,NR,NR,N,N,N,CsA-MTX or MMF: n=38 (7%); Tac-MTX or MMF: n=475 (91%); Other: n=7 (1%),N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
126,110,PTCy,PTCy_arm,Y,N,N,75,66,61,56,66,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,100,NR,NR,NR,investigator_defined,25,53,13,9,0,MUD,100,0,0,PBSC,8,92,0,investigator_defined,RIC,NR,NR,NR,NR,9,NR,NR,51,9,23,17,DR_combinations,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,2,low_le_4.5_rabbit,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,22.3,NR,NR
127,110,Others (No PTCy),comparator_arm,Y,N,N,22,64,61,57,66,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,100,NR,NR,NR,investigator_defined,59,27,14,0,0,MSD,100,0,0,PBSC,40,60,0,investigator_defined,RIC,NR,NR,NR,NR,0,NR,NR,17,18,23,18,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,N,N,Y,Alemtuzumab in 4/22 (18%),mixed,rabbit_thymoglobulin,NR,NR,pre_transplant,NR,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,54.5,NR,NR
128,111,Group I: CNI-MTX (or MMF),comparator_arm,Y,N,N,210,51.9,55,45,62,NR,NR,NR,NR,55.2,11.9,14.3,10.5,5.7,NR,NR,NR,NR,2.4,38.6,42.4,1.4,DRI,100,0,0,0,0,MSD,100,0,0,PBSC,61,39,0,investigator_defined,MAC,98.09999999999999,NA,NA,NA,NA,75.7,70,59.5,10.5,16.2,13.8,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,N,NA,NA,NA,NA,select_high_risk,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,40.6,NR,NR
129,111,Group II: ATG-CNI-MTX (or MMF),comparator_arm,Y,Y,N,34,61.8,58,38,65,NR,NR,NR,NR,47.1,17.6,14.7,11.8,2.9,NR,NR,NR,NR,2.9,26.5,55.9,2.9,DRI,100,0,0,0,0,MSD,100,0,0,PBSC,47.1,52.9,0,investigator_defined,RIC,64.7,NA,NA,NA,NA,79.40000000000001,47.1,41.2,5.9,38.2,14.7,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,Y,rabbit_thymoglobulin,2,low_le_4.5_rabbit,pre_transplant,select_high_risk,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,30.6,NR,NR
130,111,Group III: PTCy-ATG-CNI,PTCy_arm,Y,N,N,78,56.4,57,47,63,NR,NR,NR,NR,56.4,6.4,16.7,12.8,1.3,NR,NR,NR,NR,6.4,32.1,52.6,0,DRI,100,0,0,0,0,MSD,100,0,0,PBSC,7.7,92.3,0,investigator_defined,RIC,96.2,NA,NA,NA,NA,74.40000000000001,60.3,50,10.3,24.4,15.4,DR_combinations,Y,50,2,"D+3,D+4",100,standard_50x2,Y,NR,NR,N,NA,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,2,low_le_4.5_rabbit,pre_transplant,select_high_risk,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,16,NR,NR
131,111,Group IV: PTCy-CNI-MMF,PTCy_arm,Y,Y,N,91,47.3,56,43,63,NR,NR,NR,NR,52.7,13.2,16.5,3.3,5.5,NR,NR,NR,NR,8.800000000000001,19.8,59.3,2.2,DRI,100,0,0,0,0,MSD,100,0,0,PBSC,52.7,47.3,0,investigator_defined,MAC,51.6,NA,NA,NA,NA,79.09999999999999,64.8,57.1,7.7,22,13.2,DR_combinations,Y,50,2,"D+3,D+4",100,standard_50x2,Y,NR,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,select_high_risk,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,NR
132,112,Group A: PTCy-CNI-MMF,PTCy_arm,Y,Y,N,306,55,31,26,37,18,39,NR,NR,50,40,10,0,0,0,0,0,0,0,25,65,8,DRI,0,73,27,0,0,MUD,84,16,0,PBSC,80,14,6,CIBMTR,MAC,NR,NR,NR,NR,0,56,35,22,13,34,22,DR_combinations,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,28.1,NR,NR
133,112,Group B: CNI-MTX/MMF,comparator_arm,Y,N,N,686,52,29,23,35,18,39,NR,NR,52,40,8,0,0,0,0,0,0,0,25,67,5,DRI,0,94,6,0,0,MUD,71,29,0,PBSC,91,8,1,CIBMTR,MAC,NR,NR,NR,NR,0,59,40,26,14,33,26,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,N,NA,NA,NA,NA,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,39.9,NR,NR
134,112,Group C: CNI-MTX/MMF+ATG,comparator_arm,Y,Y,N,395,57,29,23,35,18,39,NR,NR,55,37,8,0,0,0,0,0,0,0,26,62,7,DRI,0,87,13,0,0,MUD,79,21,0,PBSC,91,8,1,CIBMTR,MAC,NR,NR,NR,NR,0,56,30,20,10,36,20,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,Y,NR,NR,NR,pre_transplant,NR,post_2018,NR,NR,NR,NR,NR,NR,NR,NR,39.7,NR,NR
135,118,MMUD with PTCy (9/10 single-allele MMUD),PTCy_arm,Y,N,N,280,58.2,52.1,39.9,61.2,18.2,75.59999999999999,NR,NR,100,0,0,0,0,0,0,0,0,0,14.3,52.9,6.4,investigator_defined,0,0,100,0,0,MMUD,93.2,6.8,0,PBSC,50.4,49.6,NR,EBMT,mixed,13.6,0,100,0,0,73.59999999999999,45.8,NR,NR,NR,NR,DR_combinations,Y,50,2,"+3,+4 or +3,+5",100,standard_50x2,Y,mixed,NR,Y,NR,Y,NR,NR,Y,N,NR,"GVHD prophylaxis (in addition to PTCy): csa+mmf 39.6%, tacro+mmf 18.2%, csa+mtx 3.6%, csa 12.1%, tacro 8.6%, siro+mmf 5%, other 12.9%",mixed,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,31.6,NR,NR
136,118,"CBT (single or double cord blood, no PTCy)",comparator_arm,Y,N,N,902,47.7,50.5,38.4,60.3,18.1,73.2,NR,NR,100,0,0,0,0,0,0,0,0,0,16,40.6,5.5,investigator_defined,0,0,0,0,100,UCB,0,0,100,UCB,46.1,53.9,NR,EBMT,mixed,57.9,NR,NR,NR,0,66.90000000000001,35.2,NR,NR,NR,NR,DR_combinations,N,NA,NA,NA,NA,NA,Y,mixed,NR,Y,NR,Y,NR,NR,Y,N,NR,"GVHD prophylaxis: csa+mmf 70.7%, tacro+mmf 2.4%, csa+mtx 3.9%, csa 20.3%, tacro 0.2%, siro+mmf 0.9%, other 1.6%",mixed,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,36,NR,NR
137,119,Haploidentical donor SCT (PTCy),PTCy_arm,Y,N,N,34,55.9,54,NR,NR,28,71,NR,NR,100,0,0,0,0,0,0,0,0,0,73.5,11.8,0,refined_DRI,0,0,0,100,0,haplo,64.7,35.3,0,PBSC,NR,100,0,investigator_defined,RIC,NR,0,0,0,100,41.2,NR,41.2,5.9,17.6,35.3,DR_combinations,Y,NR,NR,NR,NR,NR,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,13,NR,NR
138,119,HLA-matched donor SCT (ATG),comparator_arm,Y,N,N,34,41.2,54.5,NR,NR,31,71,NR,NR,100,0,0,0,0,0,0,0,0,0,67.59999999999999,14.7,0,refined_DRI,26.5,61.8,11.8,0,0,MUD,100,0,0,PBSC,NR,100,0,investigator_defined,RIC,NR,88.2,11.8,0,0,38.2,NR,35.3,2.9,26.5,35.3,DR_combinations,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,N,NA,Y,NR,NR,NR,pre_transplant,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,50,NR,NR
139,120,Haploidentical donor (PTCy),PTCy_arm,Y,Y,N,132,65,58,NR,NR,20,75,NR,NR,0,0,0,0,0,100,0,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,24.2,75.8,0,BM,0,NR,NR,investigator_defined,NMA,86.40000000000001,NA,NA,NA,100,NR,NR,NR,8.300000000000001,NR,NR,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,mixed,NR,NR,mixed,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,34,NR,NR
140,120,MSD (matched sibling donor),comparator_arm,Y,N,N,525,61.5,55,NR,NR,19,73,NR,NR,0,0,0,0,0,100,0,0,0,0,NR,NR,NR,NR,100,0,0,0,0,MSD,98.09999999999999,1.9,0,PBSC,0,NR,NR,investigator_defined,RIC,20.8,NA,NA,NA,0,NR,NR,NR,7.2,NR,NR,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,NR,N,NR,NA,N,NA,NA,NA,NA,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,NR
141,120,MUD TCD+ (with ATG or alemtuzumab),comparator_arm,N,Y,N,403,64.3,55,NR,NR,19,75,NR,NR,0,0,0,0,0,100,0,0,0,0,NR,NR,NR,NR,0,100,0,0,0,MUD,92.59999999999999,7.4,0,PBSC,0,NR,NR,investigator_defined,RIC,7.4,100,0,0,0,NR,NR,NR,5.2,NR,NR,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,NR,N,NR,NA,Y,mixed,NR,mixed,pre_transplant,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,NR
142,120,MUD TCD- (without ATG or alemtuzumab),comparator_arm,Y,N,N,378,57.7,56,NR,NR,23,73,NR,NR,0,0,0,0,0,100,0,0,0,0,NR,NR,NR,NR,0,100,0,0,0,MUD,94.7,5.3,0,PBSC,0,NR,NR,investigator_defined,RIC,32,100,0,0,0,NR,NR,NR,8.199999999999999,NR,NR,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,NR,N,NR,NA,N,NA,NA,NA,NA,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,42,NR,NR
143,122,PTCy + TAK + MMF,PTCy_arm,N,Y,N,110,50.9,NR,NR,NR,NR,NR,NR,NR,NR,13.6,NR,NR,NR,NR,NR,NR,NR,10.9,NR,NR,NR,NR,0,0,15.5,84.5,0,haplo,100,0,0,PBSC,65.5,17.3,17.3,EBMT,MAC,NR,NA,NR,NR,84.5,81.8,NR,NR,NR,NR,NR,R_only,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,NR,NR,17.3,NR,NR
144,122,CsA + Mtx + ATG,comparator_arm,N,Y,N,35,51.4,NR,NR,NR,NR,NR,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,8.6,NR,NR,NR,NR,0,0,100,0,0,MMUD,100,0,0,PBSC,85.7,5.7,8.6,EBMT,MAC,NR,0,NR,NR,0,82.90000000000001,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,Y,NR,NR,N,N,N,NA,Y,mixed,mixed,mixed,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,NR,NR,31.4,NR,NR
145,123,PTCy + TAK + MMF (haplo-HSCT),PTCy_arm,N,N,N,110,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,0,100,0,haplo,100,0,0,PBSC,NR,NR,NR,investigator_defined,MAC,NR,NR,NR,NR,100,NR,NR,NR,NR,NR,NR,R_only,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,250 copies (per paper threshold definition),NR,NR,NR
146,123,PTCy + TAK + MMF (MMUD-HSCT),PTCy_arm,Y,N,N,17,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,100,0,0,MMUD,100,0,0,PBSC,NR,NR,NR,investigator_defined,MAC,NR,0,NR,NR,0,NR,NR,NR,NR,NR,NR,R_only,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,250 copies (per paper threshold definition),NR,NR,NR
147,123,CsA + Mtx + ATG (MMUD-HSCT),comparator_arm,Y,N,N,35,51.4,45,NR,NR,19,71,NR,NR,NR,20,NR,NR,NR,NR,NR,NR,NR,8.6,NR,NR,NR,NR,0,0,100,0,0,MMUD,100,0,0,PBSC,85.7,5.7,8.6,investigator_defined,MAC,NR,0,NR,NR,0,82.90000000000001,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,Y,NR,NR,N,N,N,NA,Y,mixed,NR,mixed,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,250 copies (per paper threshold definition),60,NR,NR
148,124,PTCy-haplo,PTCy_arm,N,N,N,114,45.6,44,31,56,NR,NR,NR,NR,NR,15.8,NR,NR,NR,NR,NR,NR,NR,7,NR,NR,NR,NR,0,0,0,100,0,haplo,100,0,0,PBSC,53.5,29.8,16.7,investigator_defined,MAC,NR,NA,NA,NA,100,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,PCR_qPCR,NR,250 copies,35.1,NR,NR
149,124,PTCy-MMUD,PTCy_arm,N,Y,N,23,56.5,54,44,60,NR,NR,NR,NR,NR,8.699999999999999,NR,NR,NR,NR,NR,NR,NR,34.8,NR,NR,NR,NR,0,0,100,0,0,MMUD,100,0,0,PBSC,100,0,0,investigator_defined,MAC,NR,0,100,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,PCR_qPCR,NR,250 copies,21.7,NR,NR
