arm_id,study_id,arm_label_in_paper,arm_role,comparison_1_eligible,comparison_2_eligible,comparison_3_eligible,n_patients,pct_male,age_median_years,age_iqr_low,age_iqr_high,age_range_min,age_range_max,age_mean_years,age_sd_years,disease_aml_pct,disease_all_pct,disease_mds_pct,disease_mpn_pct,disease_cml_pct,disease_lymphoma_pct,disease_mm_pct,disease_cll_pct,disease_saa_pct,disease_other_pct,disease_risk_high_pct,disease_risk_intermediate_pct,disease_risk_low_pct,disease_risk_classifier_used,donor_msd_pct,donor_mud_pct,donor_mmud_pct,donor_haplo_pct,donor_ucb_pct,donor_predominant,graft_pbsc_pct,graft_bm_pct,graft_ucb_pct,graft_predominant,conditioning_mac_pct,conditioning_ric_pct,conditioning_nma_pct,conditioning_classification_scheme,conditioning_predominant,tbi_used_pct,hla_10_10_pct,hla_9_10_pct,hla_8_10_or_lower_pct,hla_haplo_pct,cmv_recipient_pos_pct,cmv_donor_pos_pct,cmv_DposRpos_pct,cmv_DposRneg_pct,cmv_DnegRpos_pct,cmv_DnegRneg_pct,cmv_serostatus_reporting,ptcy_used,ptcy_dose_mg_kg_per_dose,ptcy_n_doses,ptcy_days_post_transplant,ptcy_total_dose_mg_kg,ptcy_dose_category,cni_used,cni_agent,cni_target_trough_ng_ml_range,mmf_used,mmf_total_daily_dose_mg,mtx_used,mtx_schedule,mtx_total_dose_mg_m2,sirolimus_used,abatacept_used,other_immunosuppressant_used,other_immunosuppressant_description,atg_used,atg_agent,atg_total_dose_mg_kg,atg_dose_category,atg_timing,letermovir_use,letermovir_era_proxy,antifungal_prophylaxis_agent,antifungal_mold_active,antifungal_duration_target,antibacterial_prophylaxis_agent,pjp_prophylaxis_agent,cmv_monitoring_method,cmv_monitoring_frequency_per_week,cmv_preemptive_threshold,systemic_steroid_for_gvhd_exposure_pct,steroid_exposure_duration_days_median,second_line_gvhd_therapy_exposure_pct
351,323,Haplo/PTCY,PTCy_arm,Y,N,N,47,62,35.1,30.6,46.9,NR,NR,NR,NR,0,100,0,0,0,0,0,0,0,0,100,0,0,investigator_defined,0,0,0,100,0,haplo,79,21,0,PBSC,83,17,0,EBMT,MAC,43,0,0,0,100,74,NR,NR,NR,NR,NR,R_only,Y,NR,NR,NR,NR,NR,Y,mixed,NR,Y,NR,N,NA,NA,Y,N,N,NA,mixed,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,34.4,NR,NR
352,323,MUD/ATG,comparator_arm,Y,N,N,69,61,35.5,27.2,49.2,NR,NR,NR,NR,0,100,0,0,0,0,0,0,0,0,100,0,0,investigator_defined,0,100,0,0,0,MUD,86,14,0,PBSC,81,19,0,EBMT,MAC,59,100,0,0,0,59,NR,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,Y,mixed,NR,Y,NR,Y,NR,NR,Y,N,N,NA,Y,NR,NR,NR,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,26.8,NR,NR
353,324,PTCY group,PTCy_arm,N,Y,N,193,NR,49,NR,NR,18.18,74.93000000000001,NR,NR,100,0,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,39.9,60.1,0,BM,56.99,43.01,0,investigator_defined,MAC,NR,0,0,0,100,NR,NR,66.67,5.38,18.28,9.68,DR_combinations,Y,50,2,"D+3,+4",100,standard_50x2,Y,mixed,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,31,NR,NR
354,324,ATG group,comparator_arm,N,Y,N,115,NR,46,NR,NR,18.2,70.59,NR,NR,100,0,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,53.91,46.09,0,PBSC,53.91,46.09,0,investigator_defined,MAC,NR,0,0,0,100,NR,NR,70.54000000000001,4.46,16.96,8.039999999999999,DR_combinations,N,NA,NA,NA,NA,NA,Y,mixed,NR,Y,NR,Y,NR,NR,Y,N,Y,Basiliximab in 40/115 (34.8%) as part of 5-drug regimen CSA+MMF+MTX+BASI,Y,mixed,NR,mixed,pre_transplant,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,21,NR,NR
355,325,Haplo-PTCY,PTCy_arm,Y,N,N,544,54.2,53,42,62,NR,NR,NR,NR,100,0,0,0,0,0,0,0,0,0,20,71,9,investigator_defined,0,0,0,100,0,haplo,100,0,0,PBSC,60,40,0,EBMT,MAC,20,NA,NA,NA,100,77,NR,NR,NR,NR,NR,R_only,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,34.9,NR,NR
356,325,dUCBT,comparator_arm,Y,N,N,165,55.8,53,39,61,NR,NR,NR,NR,100,0,0,0,0,0,0,0,0,0,25,65,10,investigator_defined,0,0,0,0,100,UCB,0,0,100,UCB,23,77,0,EBMT,RIC,95,NA,NA,NA,NA,65,NA,NR,NR,NR,NR,R_only,N,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NA,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,44.4,NR,NR
357,326,Haplo PT-CY,PTCy_arm,Y,N,N,96,53.1,9.800000000000001,3,15.2,NR,NR,NR,NR,100,0,0,0,0,0,0,0,0,0,30.7,48,21.3,investigator_defined,0,0,0,100,0,haplo,34.4,65.59999999999999,0,BM,100,0,0,investigator_defined,MAC,NR,0,0,100,100,NR,NR,74,10.4,7.3,8.300000000000001,DR_combinations,Y,NR,NR,NR,NR,NR,Y,cyclosporine,NR,Y,NR,N,NA,NA,N,N,NR,NR,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,36.7,NR,NR
358,326,MUD,comparator_arm,Y,N,N,420,53.1,7.7,2.8,13.6,NR,NR,NR,NR,100,0,0,0,0,0,0,0,0,0,42.1,44.3,13.6,investigator_defined,0,100,0,0,0,MUD,36.4,63.6,0,BM,100,0,0,investigator_defined,MAC,NR,100,0,0,0,NR,NR,32.1,11.9,29.3,26.7,DR_combinations,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,Y,NR,NR,N,N,NR,NR,Y,NR,NR,NR,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,28.7,NR,NR
359,327,Overall cohort (409 allo-HCT recipients; PTCy used in 13%),PTCy_arm,N,N,N,409,60,47,31,58,14,NR,NR,NR,34,13,26,NR,NR,11,2,NR,NR,14,NR,NR,NR,NR,32,46,11,10,2,mixed,80,18,2,PBSC,28,NR,NR,investigator_defined,RIC,22,NR,NR,NR,10,69,53,NR,NR,NR,NR,DR_combinations,mixed,50,2,"+3,+4",100,standard_50x2,Y,cyclosporine,NR,mixed,NR,mixed,NR,NR,NR,N,N,NA,mixed,NR,NR,NR,pre_transplant,NR,mixed_spans_era,fluconazole,N,NR,other,TMP_SMX,PCR_qPCR,2,NR,51,NR,NR
360,328,PT-Cy (combined PET+LET eras),PTCy_arm,Y,N,N,211,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,mixed,NR,NR,NR,mixed,NR,NR,NR,investigator_defined,mixed,NR,NR,NR,NR,NR,100,NR,NR,0,NR,0,R_only,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,mixed,NR,NR,NR,NR,mixed_spans_era,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,1,PET cohort >=250 IU/mL or >5x baseline within 1 month; LET cohort >=500 IU/mL or >5x baseline; standard FHCC PET program,NR,NR,NR
361,328,Non-PTCy GVHD prophylaxis (CNI+MMF + CNI+MTX + Sirolimus-based + Other; combined PET+LET),comparator_arm,Y,N,N,2258,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,mixed,NR,NR,NR,mixed,NR,NR,NR,investigator_defined,mixed,NR,NR,NR,NR,NR,100,NR,NR,0,NR,0,R_only,N,NA,NA,NA,NA,NA,mixed,NR,NR,mixed,NR,mixed,NR,NR,mixed,N,mixed,"Heterogeneous: CNI+MMF (n=879), CNI+MTX (n=1075), Sirolimus-based (n=212), Other (n=92)",mixed,NR,NR,NR,NR,mixed_spans_era,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,1,PET cohort >=250 IU/mL or >5x baseline within 1 month; LET cohort >=500 IU/mL or >5x baseline; standard FHCC PET program,NR,NR,NR
362,332,PT-Cy,PTCy_arm,Y,N,N,73,NR,NR,NR,NR,NR,NR,NR,NR,0,0,0,0,0,0,100,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,NR,NR,0,NR,NR,NR,NR,investigator_defined,NR,NR,0,0,0,100,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,NR,NR,NR,NR,NR,NR,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
363,332,No PT-Cy,comparator_arm,Y,N,N,17,NR,NR,NR,NR,NR,NR,NR,NR,0,0,0,0,0,0,100,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,NR,NR,0,NR,NR,NR,NR,investigator_defined,NR,NR,0,0,0,100,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,NR,NR,NR,NR,NR,NR,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
364,334,Period 1 (2017-2018),PTCy_arm,N,N,N,322,59,58,NR,NR,18,74,NR,NR,52.1,6.5,15.5,9,2.7,NR,NR,9.6,NR,4.3,27,65.2,6.5,DRI,24.5,46.3,9.9,19.3,0,MUD,96.59999999999999,3.4,0,PBSC,1.2,98.7,0,investigator_defined,RIC,NR,NR,9.9,NR,19.3,NR,NR,NR,NR,NR,NR,NR,mixed,50,2,"D+3,+4",100,standard_50x2,Y,cyclosporine,200-400,Y,NR,Y,"D+1 15 mg/m2, D+3,+6 10 mg/m2",35,N,N,N,NA,Y,rabbit_thymoglobulin,4.5,low_le_4.5_rabbit,pre_transplant,select_high_risk,mixed_spans_era,posaconazole,Y,3 months posaconazole after micafungin until engraftment,fluoroquinolone,TMP_SMX,PCR_qPCR,1,NR,19.9,NR,NR
365,334,Period 2 (2019-2020),PTCy_arm,N,N,N,329,52.8,58,NR,NR,18,76,NR,NR,53.1,10.9,13.3,6.3,1.8,NR,NR,6.3,NR,7.8,14.7,79.2,6.1,DRI,23.4,49.2,9.699999999999999,17.6,0,MUD,94.8,5.2,0,PBSC,38.1,61.6,0,investigator_defined,RIC,NR,NR,9.699999999999999,NR,17.6,NR,NR,NR,NR,NR,NR,NR,mixed,50,2,"D+3,+4",100,standard_50x2,Y,cyclosporine,150-250,Y,NR,Y,"D+1 15 mg/m2, D+3,+6 10 mg/m2",35,N,N,N,NA,Y,rabbit_thymoglobulin,2,low_le_4.5_rabbit,pre_transplant,select_high_risk,mixed_spans_era,posaconazole,Y,3 months posaconazole after micafungin until engraftment,fluoroquinolone,TMP_SMX,PCR_qPCR,1,NR,25,NR,NR
366,335,PTCY-TK,PTCy_arm,Y,N,N,88,63.6,60,NR,NR,50,70,NR,NR,35.2,12.5,31.8,6.8,NR,13.6,NR,NR,NR,3.4,31.8,64.8,NR,DRI,6.6,51.1,46.5,0,0,MUD,100,0,0,PBSC,29.5,70.5,0,investigator_defined,RIC,NR,51.1,46.5,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"3,4",100,standard_50x2,Y,tacrolimus,5-15,N,NA,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,NA,fluconazole,N,2 months from conditioning,fluoroquinolone,TMP_SMX,NR,NR,NR,18.2,NR,NR
367,335,Other GVHD Prophylaxis,comparator_arm,Y,N,N,73,45.2,59,NR,NR,50,69,NR,NR,37,4.1,31.5,9.6,NR,12.3,NR,NR,NR,5.5,35.6,60.3,NR,DRI,56,40,4,0,0,MSD,100,0,0,PBSC,28.8,71.2,0,investigator_defined,RIC,NR,40,4,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,mixed,NR,mixed,NR,mixed,standard,NR,mixed,N,N,NA,N,NA,NA,NA,NA,none,NA,fluconazole,N,2 months from conditioning,fluoroquinolone,TMP_SMX,NR,NR,NR,26,NR,NR
368,336,PTCy-based,PTCy_arm,Y,N,N,66,56.1,54,41,64,NR,NR,NR,NR,0,0,100,0,0,0,0,0,0,0,33.9,35.7,16.1,investigator_defined,100,0,0,0,0,MSD,100,0,0,PBSC,52.3,47.7,0,EBMT,MAC,NR,NA,NA,NA,0,NR,NR,NR,NR,NR,NR,DR_combinations,Y,50,2,"D+3,+4",100,standard_50x2,Y,NR,NR,Y,NR,NR,NR,NR,NR,N,N,NA,Y,NR,NR,NR,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,NR
369,336,Other (conventional) GVHD prophylaxis,comparator_arm,Y,N,N,338,70.40000000000001,58,51,63,NR,NR,NR,NR,0,0,100,0,0,0,0,0,0,0,35.1,26.2,19.6,investigator_defined,100,0,0,0,0,MSD,100,0,0,PBSC,38.2,61.8,0,EBMT,RIC,NR,NA,NA,NA,0,NR,NR,NR,NR,NR,NR,DR_combinations,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,NR,N,N,NA,Y,NR,NR,NR,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,25,NR,NR
370,337,ATG-Based without PTCy,comparator_arm,Y,N,N,84,58.3,54,40,64,NR,NR,NR,NR,51.8,4.8,4.8,9.6,NR,13.3,NR,NR,NR,6.1,25.5,74.5,NR,DRI,0,100,0,0,0,MUD,100,0,0,PBSC,46.4,53.6,0,investigator_defined,RIC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,cyclosporine,200-400,Y,NR,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,4.5,low_le_4.5_rabbit,pre_transplant,none,pre_2018,mixed,Y,until engraftment then posaconazole 3 months,fluoroquinolone,TMP_SMX,NR,NR,NR,35.7,NR,NR
371,337,ATG(4.5)/PTCy,PTCy_arm,Y,N,N,127,60.6,58,49,66,NR,NR,NR,NR,53.8,6.4,13.7,8.5,NR,9,NR,NR,NR,2.1,24.4,75.59999999999999,NR,DRI,0,100,0,0,0,MUD,100,0,0,PBSC,10.2,89.8,0,investigator_defined,RIC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,cyclosporine,200-400,N,NA,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,4.5,low_le_4.5_rabbit,pre_transplant,none,pre_2018,mixed,Y,until engraftment then posaconazole 3 months,fluoroquinolone,TMP_SMX,NR,NR,NR,23.3,NR,NR
372,337,ATG(2)/PTCy,PTCy_arm,Y,N,N,233,56.2,61,51,67,NR,NR,NR,NR,52.8,6.3,19.7,10.2,NR,2.4,NR,NR,NR,4.7,15.9,86.09999999999999,NR,DRI,0,100,0,0,0,MUD,100,0,0,PBSC,27.5,72.5,0,investigator_defined,RIC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,cyclosporine,200-400,N,NA,N,NA,NA,N,N,N,NA,Y,rabbit_thymoglobulin,2,low_le_4.5_rabbit,pre_transplant,none,mixed_spans_era,mixed,Y,until engraftment then posaconazole 3 months,fluoroquinolone,TMP_SMX,NR,NR,NR,16.5,NR,NR
373,338,PTCy/Tac Group,PTCy_arm,Y,N,N,95,58.9,54,NR,NR,22,70,NR,NR,36.8,20,18.9,9.5,1.1,10.6,NR,NR,NR,3.2,28.3,NR,71.8,DRI,17.9,82.09999999999999,0,0,0,MUD,100,0,0,PBSC,46.3,53.7,0,investigator_defined,RIC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,NR,N,NA,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,NR,NR,NR,NR,NR,PCR_qPCR,NR,>1000 copies/mL CMV-DNA in plasma,NR,NR,NR
374,338,No-PTCy Group,comparator_arm,Y,N,N,177,54.2,53,NR,NR,18,69,NR,NR,39,14.1,17.5,5.6,5.1,15.4,NR,NR,NR,2.3,33.1,NR,66.90000000000001,DRI,59.9,40.1,0,0,0,MSD,100,0,0,PBSC,45.8,54.2,0,investigator_defined,RIC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,mixed,NR,mixed,15 mg/kg q8h when used,mixed,"MTX 15 mg/m2 D+1, 10 mg/m2 D+3, +6 (when used)",35,N,N,N,NA,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,PCR_qPCR,NR,>1000 copies/mL CMV-DNA in plasma,NR,NR,NR
375,340,Haplo/PTCy,PTCy_arm,Y,N,N,758,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,0,0,0,NR,NR,NR,refined_DRI,0,0,0,100,0,haplo,NR,NR,0,mixed,NR,NR,NR,CIBMTR,mixed,NR,0,0,0,100,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,N,NA,NA,N,N,N,NA,N,NA,NA,NA,NA,NR,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,35,NR,NR
376,340,MUD/conventional (+/- ATG),comparator_arm,Y,N,N,2586,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,0,0,0,0,NR,NR,NR,refined_DRI,0,100,0,0,0,MUD,NR,NR,0,mixed,NR,NR,NR,CIBMTR,mixed,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,NR,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,mixed,NR,NR,mixed,pre_transplant,NR,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,44.7,NR,NR
377,341,Flu-Cy-TBI RIC,PTCy_arm,N,N,N,15,52,NR,NR,NR,19,69,50,NR,75,0,25,0,0,0,0,0,0,0,NR,NR,NR,NR,13.3,20,NR,73.3,0,haplo,99,NR,0,PBSC,0,100,0,investigator_defined,RIC,100,NR,NR,NR,73.3,NR,NR,NR,NR,NR,NR,NR,mixed,50,2,"+3,+4",100,standard_50x2,Y,mixed,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,mixed,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,26.6,NR,NR
378,341,Flu-Mel RIC,PTCy_arm,N,N,N,30,55,NR,NR,NR,20,64,45,NR,80,0,20,0,0,0,0,0,0,0,NR,NR,NR,NR,16.7,20,NR,63.3,0,haplo,99,NR,0,PBSC,0,100,0,investigator_defined,RIC,0,NR,NR,NR,63.3,NR,NR,NR,NR,NR,NR,NR,mixed,50,2,"+3,+4",100,standard_50x2,Y,mixed,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,mixed,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,23.3,NR,NR
379,341,Flu-Bu2 RIC,PTCy_arm,N,N,N,7,52,NR,NR,NR,20,67,49,NR,80,0,20,0,0,0,0,0,0,0,NR,NR,NR,NR,42.9,14.3,NR,42.9,0,mixed,99,NR,0,PBSC,0,100,0,investigator_defined,RIC,0,NR,NR,NR,42.9,NR,NR,NR,NR,NR,NR,NR,mixed,50,2,"+3,+4",100,standard_50x2,Y,mixed,NR,mixed,NR,mixed,NR,NR,N,N,N,NA,mixed,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR
380,343,PT-Cy,PTCy_arm,Y,N,N,118,NR,NR,NR,NR,NR,NR,NR,NR,0,100,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,NR,NR,0,mixed,NR,NR,NR,EBMT,mixed,NR,0,0,NR,100,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,NR,NR,Y,NR,NR,NA,NA,NR,N,NR,NR,N,NA,NA,NA,NA,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,30.6,NR,NR
381,343,ATG-based,comparator_arm,Y,N,N,90,NR,NR,NR,NR,NR,NR,NR,NR,0,100,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,NR,NR,0,mixed,NR,NR,NR,EBMT,mixed,NR,0,0,NR,100,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,NR,NR,Y,NR,NR,NR,NR,NR,N,NR,NR,Y,mixed,mixed (Thymoglobulin median 10 mg/kg n=27; Fresenius/Grafalon median 30 mg/kg n=44; 24 unknown type),mixed,pre_transplant,none,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
382,344,Haplo,PTCy_arm,Y,N,N,250,62,65,62.3,66.90000000000001,60,78,NR,NR,100,0,0,0,0,0,0,0,0,0,18,17,10,investigator_defined,0,0,0,100,0,haplo,48,52,0,BM,27,73,0,EBMT,RIC,NR,0,0,0,100,NR,NR,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,Y,mixed,NR,Y,NR,N,NA,NA,Y,N,N,NA,Y,NR,NR,NR,NR,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,30.5,NR,NR
383,344,MUD 10/10,comparator_arm,Y,N,N,2589,57,64.8,62.2,67.59999999999999,60,NR,NR,NR,100,0,0,0,0,0,0,0,0,0,16,15,5,investigator_defined,0,100,0,0,0,MUD,94,6,0,PBSC,23,77,0,EBMT,RIC,NR,100,0,0,0,NR,NR,NR,NR,NR,NR,NR,N,NA,NA,NA,NA,NA,Y,mixed,NR,Y,NR,Y,NR,NR,Y,N,N,NA,Y,NR,NR,NR,NR,era_proxy_only,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,33.1,NR,NR
384,345,MAC haplo-SCT,PTCy_arm,N,N,N,373,NR,55.2,NR,NR,NR,NR,NR,NR,100,0,0,0,0,0,0,0,0,0,15.3,40.8,NR,investigator_defined,0,0,0,100,0,haplo,47.4,52.6,0,BM,100,0,0,EBMT,MAC,6.4,0,0,0,100,NR,NR,NR,NR,NR,NR,NR,mixed,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,mixed,NR,NR,NR,pre_transplant,NR,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,24.8,NR,NR
385,345,RIC haplo-SCT,PTCy_arm,N,N,N,539,NR,61.3,NR,NR,NR,NR,NR,NR,100,0,0,0,0,0,0,0,0,0,19.5,49.2,NR,investigator_defined,0,0,0,100,0,haplo,60.3,39.7,0,PBSC,0,100,0,EBMT,RIC,32.2,0,0,0,100,NR,NR,NR,NR,NR,NR,NR,mixed,NR,NR,NR,NR,NR,Y,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,mixed,NR,NR,NR,pre_transplant,NR,pre_2018,NR,NR,NR,NR,NR,NR,NR,NR,32.4,NR,NR
386,346,All allo-HCT 2015-2021 (entire cohort; PTCy-based prophylaxis in 72.4%),PTCy_arm,N,N,N,960,55.9,58,NR,NR,18,76,NR,NR,NR,NR,NR,NR,5.3,5.6,NR,NR,NR,3.4,18,NR,NR,DRI,27,46,12,16,0,MUD,96.5,NR,0,PBSC,26.5,73.5,NR,investigator_defined,RIC,NR,73,12,NR,16,NR,NR,NR,NR,NR,NR,NR,mixed,50,2,"+3,+4",100,standard_50x2,Y,cyclosporine,NR,mixed,NR,mixed,"15 mg/m2 d+1, 10 mg/m2 d+3 and +6 (in non-PTCy arms)",35,N,N,N,NA,mixed,rabbit_thymoglobulin,2-4.5 (mixed),low_le_4.5_rabbit,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,23.8,NR,NR
387,348,PTCy (9/10 MMUD),PTCy_arm,N,Y,N,45,61.9,NR,NR,NR,18,68,40.73,15.57,53.4,22.2,13.3,0,0,11.1,0,0,0,0,75.59999999999999,24.4,0,investigator_defined,0,0,100,0,0,MMUD,88.90000000000001,8.800000000000001,0,PBSC,100,0,0,investigator_defined,MAC,NR,0,100,0,0,100,75.59999999999999,75.59999999999999,0,24.4,0,DR_combinations,Y,50,2,"+3,+4",100,standard_50x2,Y,tacrolimus,5-15,N,NA,Y,"D+1 15 mg/m2, D+3 and D+6 10 mg/m2",35,N,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,fluconazole,N,duration of immunosuppression,fluoroquinolone,TMP_SMX,PCR_qPCR,2,>1000 IU/mL single or >500 IU/mL on 2 consecutive measurements,NR,NR,NR
388,348,"Control (MRD, MTX+CNI)",comparator_arm,N,Y,N,45,62.2,NR,NR,NR,18,68,39.62,13.97,53.4,31.1,11.1,0,0,4.4,0,0,0,0,80,20,0,investigator_defined,100,0,0,0,0,MSD,93.40000000000001,4.4,0,PBSC,100,0,0,investigator_defined,MAC,NR,100,0,0,0,97.8,86.7,84.5,2.2,13.3,0,DR_combinations,N,NA,NA,NA,NA,NA,Y,cyclosporine,NR,N,NA,Y,"D+1 15 mg/m2, D+3 D+6 D+11 10 mg/m2",45,N,N,N,NA,N,NA,NA,NA,NA,none,mixed_spans_era,fluconazole,N,duration of immunosuppression,fluoroquinolone,TMP_SMX,PCR_qPCR,2,>1000 IU/mL single or >500 IU/mL on 2 consecutive measurements,NR,NR,NR
389,352,Haplo (PTCy),PTCy_arm,Y,Y,N,116,NR,NR,NR,NR,NR,NR,NR,NR,50,50,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,0,0,100,0,haplo,37.9,62.1,0,BM,64.7,24.1,11.2,investigator_defined,MAC,NR,NA,NA,NA,100,NR,NR,NR,NR,NR,6,DR_combinations,Y,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,N,NA,NA,NA,NA,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
390,352,MSD,comparator_arm,Y,N,N,338,NR,NR,NR,NR,NR,NR,NR,NR,56.2,43.8,0,0,0,0,0,0,0,0,NR,NR,NR,NR,100,0,0,0,0,MSD,34,66,0,BM,86.7,9.5,3.6,investigator_defined,MAC,NR,NA,NA,NA,0,NR,NR,NR,NR,NR,3.6,DR_combinations,N,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,mixed,NR,NR,NR,NR,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
391,352,MUD (8/8 ATG-based),comparator_arm,N,Y,N,141,NR,NR,NR,NR,NR,NR,NR,NR,42.6,57.4,0,0,0,0,0,0,0,0,NR,NR,NR,NR,0,100,0,0,0,MUD,41.1,58.9,0,BM,90.8,8.5,0.7,investigator_defined,MAC,NR,NR,0,0,0,NR,NR,NR,NR,NR,0.7,DR_combinations,N,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,NR,NR,NR,N,NR,NR,Y,NR,NR,NR,pre_transplant,NR,mixed_spans_era,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
